"Lipid","Feature","SumOfAllFragmentsIntensities","Class","Adduct"
"1_TG(17:0_20:3_22:0)+NH4","823",28927.094,"TG","[M+NH4]+"
"1_TG(17:0_20:2_22:1)+NH4","823",22616.955,"TG","[M+NH4]+"
"1_TG(17:2_18:1_24:0)+NH4","823",474167.006,"TG","[M+NH4]+"
"1_TG(17:2_18:0_24:1)+NH4","823",42301.47,"TG","[M+NH4]+"
"1_TG(17:1_20:1_22:1)+NH4","823",34451.654,"TG","[M+NH4]+"
"1_TG(17:2_20:1_22:0)+NH4","823",26880.046,"TG","[M+NH4]+"
"1_TG(16:0_18:3_25:0)+NH4","823",50406.991,"TG","[M+NH4]+"
"1_TG(16:1_18:2_25:0)+NH4","823",431850.23,"TG","[M+NH4]+"
"1_TG(16:0_20:3_23:0)+NH4","823",449785.669,"TG","[M+NH4]+"
"1_TG(16:1_20:2_23:0)+NH4","823",437552.516,"TG","[M+NH4]+"
"1_TG(17:1_18:0_24:0)+NH4","1276",137477.833,"TG","[M+NH4]+"
"1_TG(17:1_20:0_22:0)+NH4","1276",22822.919,"TG","[M+NH4]+"
"1_TG(16:0_17:1_26:0)+NH4","1276",152020.091,"TG","[M+NH4]+"
"1_TG(19:0_20:0_20:1)+NH4","1276",14327.984,"TG","[M+NH4]+"
"1_TG(18:0_20:1_21:0)+NH4","1276",109230.54,"TG","[M+NH4]+"
"1_TG(18:0_18:1_23:0)+NH4","1276",411713.388,"TG","[M+NH4]+"
"1_TG(18:1_19:0_22:0)+NH4","1276",226476.74,"TG","[M+NH4]+"
"1_TG(18:1_20:0_21:0)+NH4","1276",225948.327,"TG","[M+NH4]+"
"1_TG(17:0_18:1_24:0)+NH4","1276",266971.488,"TG","[M+NH4]+"
"1_TG(17:0_17:1_25:0)+NH4","1276",165865.533,"TG","[M+NH4]+"
"1_TG(17:0_20:1_22:0)+NH4","1276",35598.787,"TG","[M+NH4]+"
"1_TG(17:1_19:0_23:0)+NH4","1276",111185.738,"TG","[M+NH4]+"
"1_TG(17:1_21:0_21:0)+NH4","1276",16625.873,"TG","[M+NH4]+"
"1_TG(16:0_18:1_25:0)+NH4","1276",479327.428,"TG","[M+NH4]+"
"1_TG(16:1_17:0_26:0)+NH4","1276",47568.856,"TG","[M+NH4]+"
"1_TG(16:1_18:0_25:0)+NH4","1276",245382.538,"TG","[M+NH4]+"
"1_TG(16:0_20:1_23:0)+NH4","1276",233769.68,"TG","[M+NH4]+"
"1_TG(16:1_19:0_24:0)+NH4","1276",45960.843,"TG","[M+NH4]+"
"1_TG(16:1_20:0_23:0)+NH4","1276",116542.577,"TG","[M+NH4]+"
"1_TG(16:1_21:0_22:0)+NH4","1276",26208.485,"TG","[M+NH4]+"
"1_TG(15:0_18:1_26:0)+NH4","1276",229299.839,"TG","[M+NH4]+"
"1_TG(15:0_20:1_24:0)+NH4","1276",36813.873,"TG","[M+NH4]+"
"1_TG(14:0_20:1_25:0)+NH4","1276",139979.701,"TG","[M+NH4]+"
"1_TG(20:0_20:2_20:2)+NH4","623",44863.188,"TG","[M+NH4]+"
"1_TG(20:0_20:0_20:4)+NH4","623",34943.381,"TG","[M+NH4]+"
"1_TG(18:0_20:4_22:0)+NH4","623",89642.693,"TG","[M+NH4]+"
"1_TG(18:2_18:2_24:0)+NH4","623",1971330.64,"TG","[M+NH4]+"
"1_TG(18:2_20:2_22:0)+NH4","623",1212330.82,"TG","[M+NH4]+"
"1_TG(16:0_20:4_24:0)+NH4","623",848287.723,"TG","[M+NH4]+"
"1_TG(20:1_20:1_20:2)+NH4","623",51512.632,"TG","[M+NH4]+"
"1_TG(20:0_20:1_20:3)+NH4","623",82173.99,"TG","[M+NH4]+"
"1_TG(18:0_20:3_22:1)+NH4","623",103211.593,"TG","[M+NH4]+"
"1_TG(18:0_20:1_22:3)+NH4","623",63933.026,"TG","[M+NH4]+"
"1_TG(18:1_18:2_24:1)+NH4","623",1499706.34,"TG","[M+NH4]+"
"1_TG(18:1_20:3_22:0)+NH4","623",338311.06,"TG","[M+NH4]+"
"1_TG(18:1_20:2_22:1)+NH4","623",283325.473,"TG","[M+NH4]+"
"1_TG(18:1_20:0_22:3)+NH4","623",266714.802,"TG","[M+NH4]+"
"1_TG(18:1_18:3_24:0)+NH4","623",1201699.84,"TG","[M+NH4]+"
"1_TG(18:0_18:3_24:1)+NH4","623",288735.42,"TG","[M+NH4]+"
"1_TG(18:2_20:1_22:1)+NH4","623",1183545.105,"TG","[M+NH4]+"
"1_TG(18:3_20:1_22:0)+NH4","623",207673.652,"TG","[M+NH4]+"
"1_TG(18:3_20:0_22:1)+NH4","623",175355.961,"TG","[M+NH4]+"
"1_TG(17:2_17:2_26:0)+NH4","623",34922.749,"TG","[M+NH4]+"
"1_TG(16:1_18:3_26:0)+NH4","623",172121.971,"TG","[M+NH4]+"
"1_TG(16:0_20:3_24:1)+NH4","623",183991.67,"TG","[M+NH4]+"
"1_TG(16:0_22:1_22:3)+NH4","623",52371.247,"TG","[M+NH4]+"
"1_TG(16:1_20:3_24:0)+NH4","623",881349.107,"TG","[M+NH4]+"
"1_TG(16:1_20:2_24:1)+NH4","623",148498.567,"TG","[M+NH4]+"
"1_TG(16:1_22:0_22:3)+NH4","623",71863.731,"TG","[M+NH4]+"
"1_TG(20:0_20:1_20:2)+NH4","355",90642.106,"TG","[M+NH4]+"
"1_TG(20:0_20:0_20:3)+NH4","355",44549.406,"TG","[M+NH4]+"
"1_TG(18:0_20:3_22:0)+NH4","355",112182.99,"TG","[M+NH4]+"
"1_TG(18:0_20:2_22:1)+NH4","355",133109.88,"TG","[M+NH4]+"
"1_TG(18:1_18:2_24:0)+NH4","355",2403291.68,"TG","[M+NH4]+"
"1_TG(18:0_18:2_24:1)+NH4","355",1287487.94,"TG","[M+NH4]+"
"1_TG(18:1_20:2_22:0)+NH4","355",1160232.24,"TG","[M+NH4]+"
"1_TG(18:0_18:3_24:0)+NH4","355",805445.41,"TG","[M+NH4]+"
"1_TG(18:2_20:1_22:0)+NH4","355",678733.26,"TG","[M+NH4]+"
"1_TG(18:2_20:0_22:1)+NH4","355",659443.116,"TG","[M+NH4]+"
"1_TG(18:3_20:0_22:0)+NH4","355",88719.206,"TG","[M+NH4]+"
"1_TG(16:0_18:3_26:0)+NH4","355",126083.77,"TG","[M+NH4]+"
"1_TG(16:1_18:2_26:0)+NH4","355",623369.73,"TG","[M+NH4]+"
"1_TG(16:0_20:3_24:0)+NH4","355",797102.05,"TG","[M+NH4]+"
"1_TG(16:0_20:2_24:1)+NH4","355",729347.56,"TG","[M+NH4]+"
"1_TG(16:1_20:2_24:0)+NH4","355",744590.99,"TG","[M+NH4]+"
"1_TG(20:1_20:1_20:1)+NH4","355",76139.97,"TG","[M+NH4]+"
"1_TG(18:1_18:1_24:1)+NH4","355",1769514.18,"TG","[M+NH4]+"
"1_TG(18:1_20:1_22:1)+NH4","355",1237322.14,"TG","[M+NH4]+"
"1_TG(16:1_20:1_24:1)+NH4","355",732999.51,"TG","[M+NH4]+"
"1_TG(16:1_22:1_22:1)+NH4","355",89925.29,"TG","[M+NH4]+"
"1_TG(20:0_20:0_20:2)+NH4","351",179104.32,"TG","[M+NH4]+"
"1_TG(18:0_20:2_22:0)+NH4","351",740649.16,"TG","[M+NH4]+"
"1_TG(18:0_18:2_24:0)+NH4","351",3958802.4,"TG","[M+NH4]+"
"1_TG(18:2_20:0_22:0)+NH4","351",898202.36,"TG","[M+NH4]+"
"1_TG(17:1_17:1_26:0)+NH4","351",253062.465,"TG","[M+NH4]+"
"1_TG(16:0_18:2_26:0)+NH4","351",978557.9,"TG","[M+NH4]+"
"1_TG(16:0_20:2_24:0)+NH4","351",3199716.56,"TG","[M+NH4]+"
"1_TG(14:0_20:2_26:0)+NH4","351",266783.5,"TG","[M+NH4]+"
"1_TG(20:0_20:1_20:1)+NH4","351",303497.26,"TG","[M+NH4]+"
"1_TG(18:1_18:1_24:0)+NH4","351",7225449.2,"TG","[M+NH4]+"
"1_TG(18:0_18:1_24:1)+NH4","351",4873439.6,"TG","[M+NH4]+"
"1_TG(18:0_20:1_22:1)+NH4","351",678870.27,"TG","[M+NH4]+"
"1_TG(18:1_20:1_22:0)+NH4","351",4653558.2,"TG","[M+NH4]+"
"1_TG(18:1_20:0_22:1)+NH4","351",4431734.23,"TG","[M+NH4]+"
"1_TG(17:1_18:1_25:0)+NH4","351",4317995.934,"TG","[M+NH4]+"
"1_TG(17:1_20:1_23:0)+NH4","351",207296.197,"TG","[M+NH4]+"
"1_TG(16:1_18:1_26:0)+NH4","351",4532218.48,"TG","[M+NH4]+"
"1_TG(16:0_20:1_24:1)+NH4","351",519043,"TG","[M+NH4]+"
"1_TG(16:0_22:1_22:1)+NH4","351",296115.47,"TG","[M+NH4]+"
"1_TG(16:1_20:1_24:0)+NH4","351",3158066.38,"TG","[M+NH4]+"
"1_TG(16:1_20:0_24:1)+NH4","351",317347.74,"TG","[M+NH4]+"
"1_TG(16:1_22:0_22:1)+NH4","351",337873.75,"TG","[M+NH4]+"
"1_TG(14:0_22:1_24:1)+NH4","351",205229.21,"TG","[M+NH4]+"
"1_TG(20:1_20:2_22:0)+NH4","1163",33883.389,"TG","[M+NH4]+"
"1_TG(20:0_20:2_22:1)+NH4","1163",21028.243,"TG","[M+NH4]+"
"1_TG(20:0_20:3_22:0)+NH4","1163",25657.305,"TG","[M+NH4]+"
"1_TG(18:0_20:3_24:0)+NH4","1163",56051.013,"TG","[M+NH4]+"
"1_TG(18:0_20:2_24:1)+NH4","1163",31769.484,"TG","[M+NH4]+"
"1_TG(18:1_18:2_26:0)+NH4","1163",469540.558,"TG","[M+NH4]+"
"1_TG(18:1_20:2_24:0)+NH4","1163",195746.732,"TG","[M+NH4]+"
"1_TG(18:0_18:3_26:0)+NH4","1163",189473.188,"TG","[M+NH4]+"
"1_TG(18:2_20:1_24:0)+NH4","1163",192632.708,"TG","[M+NH4]+"
"1_TG(18:2_20:0_24:1)+NH4","1163",160125.095,"TG","[M+NH4]+"
"1_TG(18:2_22:0_22:1)+NH4","1163",165165.991,"TG","[M+NH4]+"
"1_TG(18:3_20:0_24:0)+NH4","1163",44034.973,"TG","[M+NH4]+"
"1_TG(18:3_22:0_22:0)+NH4","1163",23995.595,"TG","[M+NH4]+"
"1_TG(16:0_20:3_26:0)+NH4","1163",186346.603,"TG","[M+NH4]+"
"1_TG(16:1_20:2_26:0)+NH4","1163",175029.781,"TG","[M+NH4]+"
"1_TG(20:1_20:1_22:1)+NH4","1163",27825.084,"TG","[M+NH4]+"
"1_TG(18:1_20:1_24:1)+NH4","1163",184666.66,"TG","[M+NH4]+"
"1_TG(18:1_22:1_22:1)+NH4","1163",172075.384,"TG","[M+NH4]+"
"1_TG(16:1_22:1_24:1)+NH4","1163",21438.485,"TG","[M+NH4]+"
"1_TG(20:0_20:2_22:0)+NH4","1034",173339.879,"TG","[M+NH4]+"
"1_TG(18:0_20:2_24:0)+NH4","1034",131366.559,"TG","[M+NH4]+"
"1_TG(18:0_18:2_26:0)+NH4","1034",474890.963,"TG","[M+NH4]+"
"1_TG(18:2_20:0_24:0)+NH4","1034",248590.783,"TG","[M+NH4]+"
"1_TG(18:2_22:0_22:0)+NH4","1034",290976.663,"TG","[M+NH4]+"
"1_TG(16:0_20:2_26:0)+NH4","1034",301859.209,"TG","[M+NH4]+"
"1_TG(20:1_20:1_22:0)+NH4","1034",166148.243,"TG","[M+NH4]+"
"1_TG(20:0_20:1_22:1)+NH4","1034",72480.921,"TG","[M+NH4]+"
"1_TG(18:1_18:1_26:0)+NH4","1034",627664.763,"TG","[M+NH4]+"
"1_TG(18:0_20:1_24:1)+NH4","1034",97235.397,"TG","[M+NH4]+"
"1_TG(18:0_22:1_22:1)+NH4","1034",78427.421,"TG","[M+NH4]+"
"1_TG(18:1_20:1_24:0)+NH4","1034",457930.443,"TG","[M+NH4]+"
"1_TG(18:1_20:0_24:1)+NH4","1034",405681.237,"TG","[M+NH4]+"
"1_TG(18:1_22:0_22:1)+NH4","1034",513432.321,"TG","[M+NH4]+"
"1_TG(16:0_22:1_24:1)+NH4","1034",54956.425,"TG","[M+NH4]+"
"1_TG(16:1_20:1_26:0)+NH4","1034",294807.053,"TG","[M+NH4]+"
"1_TG(16:1_22:1_24:0)+NH4","1034",82035.431,"TG","[M+NH4]+"
"1_TG(16:1_22:0_24:1)+NH4","1034",148763.227,"TG","[M+NH4]+"
"1_TG(14:0_24:1_24:1)+NH4","1034",13837.426,"TG","[M+NH4]+"
"3_OxPC(25:0(Ke))+H","872",1351068.566,"OxPC","[M+H]+"
"3_OxPC(25:1(O))+H","872",1351068.566,"OxPC","[M+H]+"
"3_OxPC(27:0(Ke))+H","1282",1237098.04,"OxPC","[M+H]+"
"3_OxPC(27:1(O))+H","1282",1237098.04,"OxPC","[M+H]+"
"3_OxPC(29:0(KeO))+H","952",8761.697,"OxPC","[M+H]+"
"3_OxPC(29:1(OO))+H","952",8761.697,"OxPC","[M+H]+"
"3_OxPC(31:1(OKeO))+H","9481",246408.5,"OxPC","[M+H]+"
"3_OxPC(31:2(OOO))+H","9481",246408.5,"OxPC","[M+H]+"
"3_OxPC(32:0(KeO))+H","200",47233.281,"OxPC","[M+H]+"
"3_OxPC(32:1(OO))+H","200",47233.281,"OxPC","[M+H]+"
"3_OxPC(34:0(Ke))+H","551",3605624.566,"OxPC","[M+H]+"
"3_OxPC(34:0(Ke))+H","7330",15747.783,"OxPC","[M+H]+"
"3_OxPC(34:0(Ke))+H","13186",151437.6,"OxPC","[M+H]+"
"3_OxPC(34:1(Ke))+H","330",4023791.293,"OxPC","[M+H]+"
"3_OxPC(34:1(O))+H","551",3605624.566,"OxPC","[M+H]+"
"3_OxPC(34:1(O))+H","7330",15747.783,"OxPC","[M+H]+"
"3_OxPC(34:1(O))+H","13186",151437.6,"OxPC","[M+H]+"
"3_OxPC(34:1(OOO))+H","16835",18458.96,"OxPC","[M+H]+"
"3_OxPC(34:2(O))+H","330",4023791.293,"OxPC","[M+H]+"
"3_OxPC(35:1(OOOKeO))+H","594",25811.79,"OxPC","[M+H]+"
"3_OxPC(35:2(KeKe))+H","2253",6337390.2,"OxPC","[M+H]+"
"3_OxPC(35:2(OOOOO))+H","594",25811.79,"OxPC","[M+H]+"
"3_OxPC(35:3(OKe))+H","2253",6337390.2,"OxPC","[M+H]+"
"3_OxPC(35:4(OO))+H","2253",6337390.2,"OxPC","[M+H]+"
"3_OxPC(36:2(KeOKe))+H","3058",222750,"OxPC","[M+H]+"
"3_OxPC(36:2(KeOKe))+H","12741",5186046,"OxPC","[M+H]+"
"3_OxPC(36:2(KeOKe))+H","18729",5186046,"OxPC","[M+H]+"
"3_OxPC(36:3(Ke))+H","424",3179523.406,"OxPC","[M+H]+"
"3_OxPC(36:3(OOKe))+H","3058",222750,"OxPC","[M+H]+"
"3_OxPC(36:3(OOKe))+H","12741",5186046,"OxPC","[M+H]+"
"3_OxPC(36:3(OOKe))+H","18729",5186046,"OxPC","[M+H]+"
"3_OxPC(36:4(O))+H","424",3179523.406,"OxPC","[M+H]+"
"3_OxPC(36:4(OOO))+H","3058",222750,"OxPC","[M+H]+"
"3_OxPC(36:4(OOO))+H","12741",5186046,"OxPC","[M+H]+"
"3_OxPC(36:4(OOO))+H","18729",5186046,"OxPC","[M+H]+"
"3_OxPC(37:1(OOOKeO))+H","243",10718.64,"OxPC","[M+H]+"
"3_OxPC(37:2(OOOKeO))+H","1106",5851.347,"OxPC","[M+H]+"
"3_OxPC(37:2(OOOKeO))+H","1395",3084.44,"OxPC","[M+H]+"
"3_OxPC(37:2(OOOOO))+H","243",10718.64,"OxPC","[M+H]+"
"3_OxPC(37:3(OOOKeO))+H","592",3303.963,"OxPC","[M+H]+"
"3_OxPC(37:3(OOOOO))+H","1106",5851.347,"OxPC","[M+H]+"
"3_OxPC(37:3(OOOOO))+H","1395",3084.44,"OxPC","[M+H]+"
"3_OxPC(37:4(OOOOO))+H","592",3303.963,"OxPC","[M+H]+"
"3_OxPC(38:2(Ke))+H","996",1321355.9,"OxPC","[M+H]+"
"3_OxPC(38:2(Ke))+H","10621",35852.89,"OxPC","[M+H]+"
"3_OxPC(38:2(Ke))+H","17520",35852.89,"OxPC","[M+H]+"
"3_OxPC(38:3(O))+H","996",1321355.9,"OxPC","[M+H]+"
"3_OxPC(38:3(O))+H","10621",35852.89,"OxPC","[M+H]+"
"3_OxPC(38:3(O))+H","17520",35852.89,"OxPC","[M+H]+"
"3_OxPC(39:3(OOOKeO))+H","123",1591.698,"OxPC","[M+H]+"
"3_OxPC(39:4(OOOKeO))+H","1072",1433.723,"OxPC","[M+H]+"
"3_OxPC(39:4(OOOKeO))+H","11283",1433.723,"OxPC","[M+H]+"
"3_OxPC(39:4(OOOOO))+H","123",1591.698,"OxPC","[M+H]+"
"3_OxPC(39:5(OOOKeO))+H","1159",2466.591,"OxPC","[M+H]+"
"3_OxPC(39:5(OOOOO))+H","1072",1433.723,"OxPC","[M+H]+"
"3_OxPC(39:5(OOOOO))+H","11283",1433.723,"OxPC","[M+H]+"
"3_OxPC(39:6(OOOOO))+H","1159",2466.591,"OxPC","[M+H]+"
"3_OxPC(40:4(Ke))+H","14708",59865.3,"OxPC","[M+H]+"
"3_OxPC(40:4(KeOKe))+H","806",36175.09,"OxPC","[M+H]+"
"3_OxPC(40:5(KeOO))+H","806",36175.09,"OxPC","[M+H]+"
"3_OxPC(40:5(O))+H","14708",59865.3,"OxPC","[M+H]+"
"3_OxPC(40:6(OOO))+H","806",36175.09,"OxPC","[M+H]+"
"3_OxPC(46:1(Ke))+H","620",4333.819,"OxPC","[M+H]+"
"3_OxPC(46:1(O))+H","239",1766.016,"OxPC","[M+H]+"
"3_OxPC(46:2(O))+H","620",4333.819,"OxPC","[M+H]+"
"3_OxPC(48:1(Ke))+H","571",14954.31,"OxPC","[M+H]+"
"3_OxPC(48:2(Ke))+H","769",229571.39,"OxPC","[M+H]+"
"3_OxPC(48:2(O))+H","571",14954.31,"OxPC","[M+H]+"
"3_OxPC(48:3(O))+H","769",229571.39,"OxPC","[M+H]+"
"3_PC(28:0)+H","1155",962816.6,"PC","[M+H]+"
"3_PC(28:0)+H","12687",962816.6,"PC","[M+H]+"
"3_PC(30:0)+H","188",19589056.005,"PC","[M+H]+"
"3_PC(30:1)+H","340",5594993.501,"PC","[M+H]+"
"3_PC(31:0)+H","95",97524.91,"PC","[M+H]+"
"3_PC(31:0)+H","518",2989395.672,"PC","[M+H]+"
"3_PC(31:0)+H","1486",678070.86,"PC","[M+H]+"
"3_PC(31:1)+H","802",6403462.684,"PC","[M+H]+"
"3_PC(31:1)+H","1575",424813.4392,"PC","[M+H]+"
"3_PC(31:2)+H","422",633149.3,"PC","[M+H]+"
"3_PC(32:0)+H","75",37169828.88,"PC","[M+H]+"
"3_PC(32:0)+H","9118",17628405.14,"PC","[M+H]+"
"3_PC(32:0)+H","12681",17628405.14,"PC","[M+H]+"
"3_PC(32:1)+H","86",43364328.47,"PC","[M+H]+"
"3_PC(32:1)+H","1076",1213276.8045,"PC","[M+H]+"
"3_PC(32:1)+H","17141",1213276.8045,"PC","[M+H]+"
"3_PC(32:2)+H","115",28168654.96,"PC","[M+H]+"
"3_PC(33:0)+H","674",2605150.366,"PC","[M+H]+"
"3_PC(33:1)+H","181",17041521.655,"PC","[M+H]+"
"3_PC(33:1)+H","707",36992.717,"PC","[M+H]+"
"3_PC(33:1)+H","3250",2256.579,"PC","[M+H]+"
"3_PC(33:2)+H","145",19997177.44,"PC","[M+H]+"
"3_PC(33:2)+H","206",8004832.23,"PC","[M+H]+"
"3_PC(33:2)+H","12683",3043011,"PC","[M+H]+"
"3_PC(33:3)+H","513",16086909.83,"PC","[M+H]+"
"3_PC(33:3)+H","567",1371101.8,"PC","[M+H]+"
"3_PC(33:3)+H","1069",242696.593,"PC","[M+H]+"
"3_PC(33:3)+H","9128",23423840,"PC","[M+H]+"
"3_PC(33:4)+H","510",24597.108,"PC","[M+H]+"
"3_PC(34:0)+H","37",153681706.86,"PC","[M+H]+"
"3_PC(34:1)+H","5",616483762.8,"PC","[M+H]+"
"3_PC(34:2)+H","1",947270206.4,"PC","[M+H]+"
"3_PC(34:2)+H","11258",24577235.64,"PC","[M+H]+"
"3_PC(34:3)+H","118",21139427.4,"PC","[M+H]+"
"3_PC(34:3)+H","126",15227441.51,"PC","[M+H]+"
"3_PC(34:4)+H","93",37629943.457,"PC","[M+H]+"
"3_PC(34:4)+H","1172",298860.99,"PC","[M+H]+"
"3_PC(34:4)+H","17809",1872245.9,"PC","[M+H]+"
"3_PC(34:5)+H","861",503527.81,"PC","[M+H]+"
"3_PC(34:5)+H","2565",216647.34,"PC","[M+H]+"
"3_PC(35:1)+H","177",13685115.239,"PC","[M+H]+"
"3_PC(35:2)+H","89",22487449.94,"PC","[M+H]+"
"3_PC(35:2)+H","143",24868526.76,"PC","[M+H]+"
"3_PC(35:2)+H","14628",1662145,"PC","[M+H]+"
"3_PC(35:3)+H","402",6023185.319,"PC","[M+H]+"
"3_PC(35:3)+H","501",3496828.317,"PC","[M+H]+"
"3_PC(35:3)+H","963",3977707,"PC","[M+H]+"
"3_PC(35:4)+H","296",4730007.327,"PC","[M+H]+"
"3_PC(35:4)+H","9089",234968.58,"PC","[M+H]+"
"3_PC(35:5)+H","730",4303559,"PC","[M+H]+"
"3_PC(35:5)+H","1245",3995667,"PC","[M+H]+"
"3_PC(35:5)+H","9188",453001.79,"PC","[M+H]+"
"3_PC(35:6)+H","491",138043.8,"PC","[M+H]+"
"3_PC(35:6)+H","2283",3968.387,"PC","[M+H]+"
"3_PC(36:0)+H","437",3867443.438,"PC","[M+H]+"
"3_PC(36:1)+H","31",137654230.56,"PC","[M+H]+"
"3_PC(36:2)+H","2",784408218.1,"PC","[M+H]+"
"3_PC(36:3)+H","10",424874955.1,"PC","[M+H]+"
"3_PC(36:3)+H","20",216946694.7,"PC","[M+H]+"
"3_PC(36:4)+H","3",652318997.8,"PC","[M+H]+"
"3_PC(36:4)+H","43",86011879.77,"PC","[M+H]+"
"3_PC(36:4)+H","12643",18629438.17,"PC","[M+H]+"
"3_PC(36:5)+H","64",29894467.075,"PC","[M+H]+"
"3_PC(36:5)+H","125",24436218.02,"PC","[M+H]+"
"3_PC(36:5)+H","545",2445478.247,"PC","[M+H]+"
"3_PC(36:5)+H","601",1712580.1,"PC","[M+H]+"
"3_PC(36:5)+H","12641",24436218.02,"PC","[M+H]+"
"3_PC(36:6)+H","1161",429668.16,"PC","[M+H]+"
"3_PC(36:6)+H","1706",704181.2,"PC","[M+H]+"
"3_PC(36:6)+H","9112",748322.74,"PC","[M+H]+"
"3_PC(36:6)+H","12669",748322.74,"PC","[M+H]+"
"3_PC(36:7)+H","502",2013258.4,"PC","[M+H]+"
"3_PC(37:1)+H","1197",1056867.3,"PC","[M+H]+"
"3_PC(37:2)+H","301",7068281.216,"PC","[M+H]+"
"3_PC(37:2)+H","17797",1806943.842,"PC","[M+H]+"
"3_PC(37:3)+H","344",7383295.254,"PC","[M+H]+"
"3_PC(37:3)+H","353",4245684.563,"PC","[M+H]+"
"3_PC(37:4)+H","154",21589931.862,"PC","[M+H]+"
"3_PC(37:4)+H","248",4875504.569,"PC","[M+H]+"
"3_PC(37:4)+H","2203",5304493,"PC","[M+H]+"
"3_PC(37:4)+H","2577",3321131.269,"PC","[M+H]+"
"3_PC(37:5)+H","682",2199326.3,"PC","[M+H]+"
"3_PC(37:5)+H","1682",4904404,"PC","[M+H]+"
"3_PC(37:6)+H","590",2240996.6,"PC","[M+H]+"
"3_PC(37:6)+H","706",115205.24,"PC","[M+H]+"
"3_PC(37:6)+H","17163",3035036.55,"PC","[M+H]+"
"3_PC(37:7)+H","2713",8446.713,"PC","[M+H]+"
"3_PC(37:7)+H","12777",3355849,"PC","[M+H]+"
"3_PC(37:7)+H","14920",6088.603,"PC","[M+H]+"
"3_PC(38:0)+H","15",224429417.2,"PC","[M+H]+"
"3_PC(38:1)+H","541",7259095.392,"PC","[M+H]+"
"3_PC(38:2)+H","139",26085772.33,"PC","[M+H]+"
"3_PC(38:3)+H","17",121702096.98,"PC","[M+H]+"
"3_PC(38:3)+H","229",7500736.411,"PC","[M+H]+"
"3_PC(38:4)+H","8",405067526,"PC","[M+H]+"
"3_PC(38:4)+H","76",55849690.66,"PC","[M+H]+"
"3_PC(38:4)+H","14774",28367.303,"PC","[M+H]+"
"3_PC(38:5)+H","34",149818178.01,"PC","[M+H]+"
"3_PC(38:5)+H","65",54516115.23,"PC","[M+H]+"
"3_PC(38:5)+H","436",1860743.6,"PC","[M+H]+"
"3_PC(38:6)+H","13",198316463.8,"PC","[M+H]+"
"3_PC(38:6)+H","92",23086514.025,"PC","[M+H]+"
"3_PC(38:6)+H","450",1658613.1,"PC","[M+H]+"
"3_PC(38:7)+H","321",5407306.6,"PC","[M+H]+"
"3_PC(38:7)+H","371",1490582.48,"PC","[M+H]+"
"3_PC(38:7)+H","488",1422543.35,"PC","[M+H]+"
"3_PC(38:7)+H","937",1314783.8,"PC","[M+H]+"
"3_PC(38:7)+H","12665",5408177.5758,"PC","[M+H]+"
"3_PC(38:8)+H","445",1053067.86,"PC","[M+H]+"
"3_PC(39:4)+H","640",3354637.8,"PC","[M+H]+"
"3_PC(39:5)+H","616",3378678.275,"PC","[M+H]+"
"3_PC(39:5)+H","11317",9193140.6,"PC","[M+H]+"
"3_PC(39:6)+H","515",3066441.7,"PC","[M+H]+"
"3_PC(39:6)+H","604",2315740.305,"PC","[M+H]+"
"3_PC(39:7)+H","2172",1875220.63,"PC","[M+H]+"
"3_PC(40:0)+H","1099",978566.5,"PC","[M+H]+"
"3_PC(40:3)+H","320",2301005.04,"PC","[M+H]+"
"3_PC(40:4)+H","133",22400357.32,"PC","[M+H]+"
"3_PC(40:4)+H","529",3904611.618,"PC","[M+H]+"
"3_PC(40:5)+H","102",37342903.68,"PC","[M+H]+"
"3_PC(40:5)+H","147",11286752,"PC","[M+H]+"
"3_PC(40:5)+H","15127",577748.2,"PC","[M+H]+"
"3_PC(40:6)+H","35",137198671.43,"PC","[M+H]+"
"3_PC(40:6)+H","369",6516135.248,"PC","[M+H]+"
"3_PC(40:6)+H","449",2873872.7,"PC","[M+H]+"
"3_PC(40:7)+H","187",13939116.02,"PC","[M+H]+"
"3_PC(40:7)+H","434",3154136.5896,"PC","[M+H]+"
"3_PC(40:7)+H","569",663264.38,"PC","[M+H]+"
"3_PC(40:7)+H","918",1065440.51,"PC","[M+H]+"
"3_PC(40:8)+H","144",21008839.143,"PC","[M+H]+"
"3_PC(40:8)+H","11279",574068.42,"PC","[M+H]+"
"3_PC(40:9)+H","410",2082730.27,"PC","[M+H]+"
"3_PC(40:9)+H","600",856022.08,"PC","[M+H]+"
"3_PC(40:9)+H","17806",305466.17,"PC","[M+H]+"
"3_PC(42:10)+H","1290",1059037.61,"PC","[M+H]+"
"3_PC(42:11)+H","1001",632123.5,"PC","[M+H]+"
"3_PC(42:5)+H","941",727004.64,"PC","[M+H]+"
"3_PC(42:5)+H","1415",727004.64,"PC","[M+H]+"
"3_PC(42:5)+H","18718",727004.64,"PC","[M+H]+"
"3_PC(42:6)+H","984",1538977.9,"PC","[M+H]+"
"3_PC(42:7)+H","835",442067,"PC","[M+H]+"
"3_PC(42:8)+H","1249",1139206.3,"PC","[M+H]+"
"3_PE(30:0)+H","97",16432433.83,"PE","[M+H]+"
"3_PE(30:0)+H","15124",1620338.5,"PE","[M+H]+"
"3_PE(34:0)+H","95",17913057.717,"PE","[M+H]+"
"3_PE(34:1)+H","802",940671.084,"PE","[M+H]+"
"3_PE(34:2)+H","422",2219260.5,"PE","[M+H]+"
