Plasmenyl-TG,[M+NH4]+,NL R2COOH,NL R3COOH
plasmenyl-TG(P-18:1_13:0_17:2)+NH4,802.7285,571.5085,519.4772
plasmenyl-TG(P-18:1_13:0_18:0)+NH4,820.7754,589.5554,519.4772
plasmenyl-TG(P-18:1_13:0_18:1)+NH4,818.7598,587.5398,519.4772
plasmenyl-TG(P-18:1_13:0_18:2)+NH4,816.7441,585.5241,519.4772
plasmenyl-TG(P-18:1_13:0_18:3)+NH4,814.7285,583.5085,519.4772
plasmenyl-TG(P-18:1_13:0_18:4)+NH4,812.7128,581.4928,519.4772
plasmenyl-TG(P-18:1_13:0_19:0)+NH4,834.7911,603.5711,519.4772
plasmenyl-TG(P-18:1_13:0_20:0)+NH4,848.8067,617.5867,519.4772
plasmenyl-TG(P-18:1_13:0_20:1)+NH4,846.7911,615.5711,519.4772
plasmenyl-TG(P-18:1_13:0_20:2)+NH4,844.7754,613.5554,519.4772
plasmenyl-TG(P-18:1_13:0_20:3)+NH4,842.7598,611.5398,519.4772
plasmenyl-TG(P-18:1_13:0_20:4)+NH4,840.7441,609.5241,519.4772
plasmenyl-TG(P-18:1_13:0_20:5)+NH4,838.7285,607.5085,519.4772
plasmenyl-TG(P-18:1_13:0_21:0)+NH4,862.8224,631.6024,519.4772
plasmenyl-TG(P-18:1_13:0_22:0)+NH4,876.838,645.618,519.4772
plasmenyl-TG(P-18:1_13:0_22:1)+NH4,874.8224,643.6024,519.4772
plasmenyl-TG(P-18:1_13:0_22:2)+NH4,872.8067,641.5867,519.4772
plasmenyl-TG(P-18:1_13:0_22:3)+NH4,870.7911,639.5711,519.4772
plasmenyl-TG(P-18:1_13:0_22:4)+NH4,868.7754,637.5554,519.4772
plasmenyl-TG(P-18:1_13:0_22:5)+NH4,866.7598,635.5398,519.4772
plasmenyl-TG(P-18:1_13:0_22:6)+NH4,864.7441,633.5241,519.4772
plasmenyl-TG(P-18:1_13:0_23:0)+NH4,890.8537,659.6337,519.4772
plasmenyl-TG(P-18:1_13:0_24:0)+NH4,904.8693,673.6493,519.4772
plasmenyl-TG(P-18:1_13:0_24:1)+NH4,902.8537,671.6337,519.4772
plasmenyl-TG(P-18:1_13:0_25:0)+NH4,918.885,687.665,519.4772
plasmenyl-TG(P-18:1_13:0_26:0)+NH4,932.9006,701.6806,519.4772
plasmenyl-TG(P-18:1_14:0_14:0)+NH4,778.7284,533.4928,533.4928
plasmenyl-TG(P-18:1_14:0_14:1)+NH4,776.7128,531.4772,533.4928
plasmenyl-TG(P-18:1_14:0_15:0)+NH4,792.7441,547.5085,533.4928
plasmenyl-TG(P-18:1_14:0_15:1)+NH4,790.7284,545.4928,533.4928
plasmenyl-TG(P-18:1_14:0_16:0)+NH4,806.7597,561.5241,533.4928
plasmenyl-TG(P-18:1_14:0_16:1)+NH4,804.7441,559.5085,533.4928
plasmenyl-TG(P-18:1_14:0_17:0)+NH4,820.7754,575.5398,533.4928
plasmenyl-TG(P-18:1_14:0_17:1)+NH4,818.7597,573.5241,533.4928
plasmenyl-TG(P-18:1_14:0_17:2)+NH4,816.7441,571.5085,533.4928
plasmenyl-TG(P-18:1_14:0_18:0)+NH4,834.791,589.5554,533.4928
plasmenyl-TG(P-18:1_14:0_18:1)+NH4,832.7754,587.5398,533.4928
plasmenyl-TG(P-18:1_14:0_18:2)+NH4,830.7597,585.5241,533.4928
plasmenyl-TG(P-18:1_14:0_18:3)+NH4,828.7441,583.5085,533.4928
plasmenyl-TG(P-18:1_14:0_18:4)+NH4,826.7284,581.4928,533.4928
plasmenyl-TG(P-18:1_14:0_19:0)+NH4,848.8067,603.5711,533.4928
plasmenyl-TG(P-18:1_14:0_20:0)+NH4,862.8223,617.5867,533.4928
plasmenyl-TG(P-18:1_14:0_20:1)+NH4,860.8067,615.5711,533.4928
plasmenyl-TG(P-18:1_14:0_20:2)+NH4,858.791,613.5554,533.4928
plasmenyl-TG(P-18:1_14:0_20:3)+NH4,856.7754,611.5398,533.4928
plasmenyl-TG(P-18:1_14:0_20:4)+NH4,854.7597,609.5241,533.4928
plasmenyl-TG(P-18:1_14:0_20:5)+NH4,852.7441,607.5085,533.4928
plasmenyl-TG(P-18:1_14:0_21:0)+NH4,876.838,631.6024,533.4928
plasmenyl-TG(P-18:1_14:0_22:0)+NH4,890.8536,645.618,533.4928
plasmenyl-TG(P-18:1_14:0_22:1)+NH4,888.838,643.6024,533.4928
plasmenyl-TG(P-18:1_14:0_22:2)+NH4,886.8223,641.5867,533.4928
plasmenyl-TG(P-18:1_14:0_22:3)+NH4,884.8067,639.5711,533.4928
plasmenyl-TG(P-18:1_14:0_22:4)+NH4,882.791,637.5554,533.4928
plasmenyl-TG(P-18:1_14:0_22:5)+NH4,880.7754,635.5398,533.4928
plasmenyl-TG(P-18:1_14:0_22:6)+NH4,878.7597,633.5241,533.4928
plasmenyl-TG(P-18:1_14:0_23:0)+NH4,904.8693,659.6337,533.4928
plasmenyl-TG(P-18:1_14:0_24:0)+NH4,918.8849,673.6493,533.4928
plasmenyl-TG(P-18:1_14:0_24:1)+NH4,916.8693,671.6337,533.4928
plasmenyl-TG(P-18:1_14:0_25:0)+NH4,932.9006,687.665,533.4928
plasmenyl-TG(P-18:1_14:0_26:0)+NH4,946.9162,701.6806,533.4928
plasmenyl-TG(P-18:1_14:1_14:1)+NH4,774.6972,531.4772,531.4772
plasmenyl-TG(P-18:1_14:1_15:0)+NH4,790.7285,547.5085,531.4772
plasmenyl-TG(P-18:1_14:1_15:1)+NH4,788.7128,545.4928,531.4772
plasmenyl-TG(P-18:1_14:1_16:0)+NH4,804.7441,561.5241,531.4772
plasmenyl-TG(P-18:1_14:1_16:1)+NH4,802.7285,559.5085,531.4772
plasmenyl-TG(P-18:1_14:1_17:0)+NH4,818.7598,575.5398,531.4772
plasmenyl-TG(P-18:1_14:1_17:1)+NH4,816.7441,573.5241,531.4772
plasmenyl-TG(P-18:1_14:1_17:2)+NH4,814.7285,571.5085,531.4772
plasmenyl-TG(P-18:1_14:1_18:0)+NH4,832.7754,589.5554,531.4772
plasmenyl-TG(P-18:1_14:1_18:1)+NH4,830.7598,587.5398,531.4772
plasmenyl-TG(P-18:1_14:1_18:2)+NH4,828.7441,585.5241,531.4772
plasmenyl-TG(P-18:1_14:1_18:3)+NH4,826.7285,583.5085,531.4772
plasmenyl-TG(P-18:1_14:1_18:4)+NH4,824.7128,581.4928,531.4772
plasmenyl-TG(P-18:1_14:1_19:0)+NH4,846.7911,603.5711,531.4772
plasmenyl-TG(P-18:1_14:1_20:0)+NH4,860.8067,617.5867,531.4772
plasmenyl-TG(P-18:1_14:1_20:1)+NH4,858.7911,615.5711,531.4772
plasmenyl-TG(P-18:1_14:1_20:2)+NH4,856.7754,613.5554,531.4772
plasmenyl-TG(P-18:1_14:1_20:3)+NH4,854.7598,611.5398,531.4772
plasmenyl-TG(P-18:1_14:1_20:4)+NH4,852.7441,609.5241,531.4772
plasmenyl-TG(P-18:1_14:1_20:5)+NH4,850.7285,607.5085,531.4772
plasmenyl-TG(P-18:1_14:1_21:0)+NH4,874.8224,631.6024,531.4772
plasmenyl-TG(P-18:1_14:1_22:0)+NH4,888.838,645.618,531.4772
plasmenyl-TG(P-18:1_14:1_22:1)+NH4,886.8224,643.6024,531.4772
plasmenyl-TG(P-18:1_14:1_22:2)+NH4,884.8067,641.5867,531.4772
plasmenyl-TG(P-18:1_14:1_22:3)+NH4,882.7911,639.5711,531.4772
plasmenyl-TG(P-18:1_14:1_22:4)+NH4,880.7754,637.5554,531.4772
plasmenyl-TG(P-18:1_14:1_22:5)+NH4,878.7598,635.5398,531.4772
plasmenyl-TG(P-18:1_14:1_22:6)+NH4,876.7441,633.5241,531.4772
plasmenyl-TG(P-18:1_14:1_23:0)+NH4,902.8537,659.6337,531.4772
plasmenyl-TG(P-18:1_14:1_24:0)+NH4,916.8693,673.6493,531.4772
plasmenyl-TG(P-18:1_14:1_24:1)+NH4,914.8537,671.6337,531.4772
plasmenyl-TG(P-18:1_14:1_25:0)+NH4,930.885,687.665,531.4772
plasmenyl-TG(P-18:1_14:1_26:0)+NH4,944.9006,701.6806,531.4772
plasmenyl-TG(P-18:1_15:0_15:0)+NH4,806.7598,547.5085,547.5085
plasmenyl-TG(P-18:1_15:0_15:1)+NH4,804.7441,545.4928,547.5085
plasmenyl-TG(P-18:1_15:0_16:0)+NH4,820.7754,561.5241,547.5085
plasmenyl-TG(P-18:1_15:0_16:1)+NH4,818.7598,559.5085,547.5085
plasmenyl-TG(P-18:1_15:0_17:0)+NH4,834.7911,575.5398,547.5085
plasmenyl-TG(P-18:1_15:0_17:1)+NH4,832.7754,573.5241,547.5085
plasmenyl-TG(P-18:1_15:0_17:2)+NH4,830.7598,571.5085,547.5085
plasmenyl-TG(P-18:1_15:0_18:0)+NH4,848.8067,589.5554,547.5085
plasmenyl-TG(P-18:1_15:0_18:1)+NH4,846.7911,587.5398,547.5085
plasmenyl-TG(P-18:1_15:0_18:2)+NH4,844.7754,585.5241,547.5085
plasmenyl-TG(P-18:1_15:0_18:3)+NH4,842.7598,583.5085,547.5085
plasmenyl-TG(P-18:1_15:0_18:4)+NH4,840.7441,581.4928,547.5085
plasmenyl-TG(P-18:1_15:0_19:0)+NH4,862.8224,603.5711,547.5085
plasmenyl-TG(P-18:1_15:0_20:0)+NH4,876.838,617.5867,547.5085
plasmenyl-TG(P-18:1_15:0_20:1)+NH4,874.8224,615.5711,547.5085
plasmenyl-TG(P-18:1_15:0_20:2)+NH4,872.8067,613.5554,547.5085
plasmenyl-TG(P-18:1_15:0_20:3)+NH4,870.7911,611.5398,547.5085
plasmenyl-TG(P-18:1_15:0_20:4)+NH4,868.7754,609.5241,547.5085
plasmenyl-TG(P-18:1_15:0_20:5)+NH4,866.7598,607.5085,547.5085
plasmenyl-TG(P-18:1_15:0_21:0)+NH4,890.8537,631.6024,547.5085
plasmenyl-TG(P-18:1_15:0_22:0)+NH4,904.8693,645.618,547.5085
plasmenyl-TG(P-18:1_15:0_22:1)+NH4,902.8537,643.6024,547.5085
plasmenyl-TG(P-18:1_15:0_22:2)+NH4,900.838,641.5867,547.5085
plasmenyl-TG(P-18:1_15:0_22:3)+NH4,898.8224,639.5711,547.5085
plasmenyl-TG(P-18:1_15:0_22:4)+NH4,896.8067,637.5554,547.5085
plasmenyl-TG(P-18:1_15:0_22:5)+NH4,894.7911,635.5398,547.5085
plasmenyl-TG(P-18:1_15:0_22:6)+NH4,892.7754,633.5241,547.5085
plasmenyl-TG(P-18:1_15:0_23:0)+NH4,918.885,659.6337,547.5085
plasmenyl-TG(P-18:1_15:0_24:0)+NH4,932.9006,673.6493,547.5085
plasmenyl-TG(P-18:1_15:0_24:1)+NH4,930.885,671.6337,547.5085
plasmenyl-TG(P-18:1_15:0_25:0)+NH4,946.9163,687.665,547.5085
plasmenyl-TG(P-18:1_15:0_26:0)+NH4,960.9319,701.6806,547.5085
plasmenyl-TG(P-18:1_15:1_15:1)+NH4,802.7284,545.4928,545.4928
plasmenyl-TG(P-18:1_15:1_16:0)+NH4,818.7597,561.5241,545.4928
plasmenyl-TG(P-18:1_15:1_16:1)+NH4,816.7441,559.5085,545.4928
plasmenyl-TG(P-18:1_15:1_17:0)+NH4,832.7754,575.5398,545.4928
plasmenyl-TG(P-18:1_15:1_17:1)+NH4,830.7597,573.5241,545.4928
plasmenyl-TG(P-18:1_15:1_17:2)+NH4,828.7441,571.5085,545.4928
plasmenyl-TG(P-18:1_15:1_18:0)+NH4,846.791,589.5554,545.4928
plasmenyl-TG(P-18:1_15:1_18:1)+NH4,844.7754,587.5398,545.4928
plasmenyl-TG(P-18:1_15:1_18:2)+NH4,842.7597,585.5241,545.4928
plasmenyl-TG(P-18:1_15:1_18:3)+NH4,840.7441,583.5085,545.4928
plasmenyl-TG(P-18:1_15:1_18:4)+NH4,838.7284,581.4928,545.4928
plasmenyl-TG(P-18:1_15:1_19:0)+NH4,860.8067,603.5711,545.4928
plasmenyl-TG(P-18:1_15:1_20:0)+NH4,874.8223,617.5867,545.4928
plasmenyl-TG(P-18:1_15:1_20:1)+NH4,872.8067,615.5711,545.4928
plasmenyl-TG(P-18:1_15:1_20:2)+NH4,870.791,613.5554,545.4928
plasmenyl-TG(P-18:1_15:1_20:3)+NH4,868.7754,611.5398,545.4928
plasmenyl-TG(P-18:1_15:1_20:4)+NH4,866.7597,609.5241,545.4928
plasmenyl-TG(P-18:1_15:1_20:5)+NH4,864.7441,607.5085,545.4928
plasmenyl-TG(P-18:1_15:1_21:0)+NH4,888.838,631.6024,545.4928
plasmenyl-TG(P-18:1_15:1_22:0)+NH4,902.8536,645.618,545.4928
plasmenyl-TG(P-18:1_15:1_22:1)+NH4,900.838,643.6024,545.4928
plasmenyl-TG(P-18:1_15:1_22:2)+NH4,898.8223,641.5867,545.4928
plasmenyl-TG(P-18:1_15:1_22:3)+NH4,896.8067,639.5711,545.4928
plasmenyl-TG(P-18:1_15:1_22:4)+NH4,894.791,637.5554,545.4928
plasmenyl-TG(P-18:1_15:1_22:5)+NH4,892.7754,635.5398,545.4928
plasmenyl-TG(P-18:1_15:1_22:6)+NH4,890.7597,633.5241,545.4928
plasmenyl-TG(P-18:1_15:1_23:0)+NH4,916.8693,659.6337,545.4928
plasmenyl-TG(P-18:1_15:1_24:0)+NH4,930.8849,673.6493,545.4928
plasmenyl-TG(P-18:1_15:1_24:1)+NH4,928.8693,671.6337,545.4928
plasmenyl-TG(P-18:1_15:1_25:0)+NH4,944.9006,687.665,545.4928
plasmenyl-TG(P-18:1_15:1_26:0)+NH4,958.9162,701.6806,545.4928
plasmenyl-TG(P-18:1_16:0_16:0)+NH4,834.791,561.5241,561.5241
plasmenyl-TG(P-18:1_16:0_16:1)+NH4,832.7754,559.5085,561.5241
plasmenyl-TG(P-18:1_16:0_17:0)+NH4,848.8067,575.5398,561.5241
plasmenyl-TG(P-18:1_16:0_17:1)+NH4,846.791,573.5241,561.5241
plasmenyl-TG(P-18:1_16:0_17:2)+NH4,844.7754,571.5085,561.5241
plasmenyl-TG(P-18:1_16:0_18:0)+NH4,862.8223,589.5554,561.5241
plasmenyl-TG(P-18:1_16:0_18:1)+NH4,860.8067,587.5398,561.5241
plasmenyl-TG(P-18:1_16:0_18:2)+NH4,858.791,585.5241,561.5241
plasmenyl-TG(P-18:1_16:0_18:3)+NH4,856.7754,583.5085,561.5241
plasmenyl-TG(P-18:1_16:0_18:4)+NH4,854.7597,581.4928,561.5241
plasmenyl-TG(P-18:1_16:0_19:0)+NH4,876.838,603.5711,561.5241
plasmenyl-TG(P-18:1_16:0_20:0)+NH4,890.8536,617.5867,561.5241
plasmenyl-TG(P-18:1_16:0_20:1)+NH4,888.838,615.5711,561.5241
plasmenyl-TG(P-18:1_16:0_20:2)+NH4,886.8223,613.5554,561.5241
plasmenyl-TG(P-18:1_16:0_20:3)+NH4,884.8067,611.5398,561.5241
plasmenyl-TG(P-18:1_16:0_20:4)+NH4,882.791,609.5241,561.5241
plasmenyl-TG(P-18:1_16:0_20:5)+NH4,880.7754,607.5085,561.5241
plasmenyl-TG(P-18:1_16:0_21:0)+NH4,904.8693,631.6024,561.5241
plasmenyl-TG(P-18:1_16:0_22:0)+NH4,918.8849,645.618,561.5241
plasmenyl-TG(P-18:1_16:0_22:1)+NH4,916.8693,643.6024,561.5241
plasmenyl-TG(P-18:1_16:0_22:2)+NH4,914.8536,641.5867,561.5241
plasmenyl-TG(P-18:1_16:0_22:3)+NH4,912.838,639.5711,561.5241
plasmenyl-TG(P-18:1_16:0_22:4)+NH4,910.8223,637.5554,561.5241
plasmenyl-TG(P-18:1_16:0_22:5)+NH4,908.8067,635.5398,561.5241
plasmenyl-TG(P-18:1_16:0_22:6)+NH4,906.791,633.5241,561.5241
plasmenyl-TG(P-18:1_16:0_23:0)+NH4,932.9006,659.6337,561.5241
plasmenyl-TG(P-18:1_16:0_24:0)+NH4,946.9162,673.6493,561.5241
plasmenyl-TG(P-18:1_16:0_24:1)+NH4,944.9006,671.6337,561.5241
plasmenyl-TG(P-18:1_16:0_25:0)+NH4,960.9319,687.665,561.5241
plasmenyl-TG(P-18:1_16:0_26:0)+NH4,974.9475,701.6806,561.5241
plasmenyl-TG(P-18:1_16:1_16:1)+NH4,830.7598,559.5085,559.5085
plasmenyl-TG(P-18:1_16:1_17:0)+NH4,846.7911,575.5398,559.5085
plasmenyl-TG(P-18:1_16:1_17:1)+NH4,844.7754,573.5241,559.5085
plasmenyl-TG(P-18:1_16:1_17:2)+NH4,842.7598,571.5085,559.5085
plasmenyl-TG(P-18:1_16:1_18:0)+NH4,860.8067,589.5554,559.5085
plasmenyl-TG(P-18:1_16:1_18:1)+NH4,858.7911,587.5398,559.5085
plasmenyl-TG(P-18:1_16:1_18:2)+NH4,856.7754,585.5241,559.5085
plasmenyl-TG(P-18:1_16:1_18:3)+NH4,854.7598,583.5085,559.5085
plasmenyl-TG(P-18:1_16:1_18:4)+NH4,852.7441,581.4928,559.5085
plasmenyl-TG(P-18:1_16:1_19:0)+NH4,874.8224,603.5711,559.5085
plasmenyl-TG(P-18:1_16:1_20:0)+NH4,888.838,617.5867,559.5085
plasmenyl-TG(P-18:1_16:1_20:1)+NH4,886.8224,615.5711,559.5085
plasmenyl-TG(P-18:1_16:1_20:2)+NH4,884.8067,613.5554,559.5085
plasmenyl-TG(P-18:1_16:1_20:3)+NH4,882.7911,611.5398,559.5085
plasmenyl-TG(P-18:1_16:1_20:4)+NH4,880.7754,609.5241,559.5085
plasmenyl-TG(P-18:1_16:1_20:5)+NH4,878.7598,607.5085,559.5085
plasmenyl-TG(P-18:1_16:1_21:0)+NH4,902.8537,631.6024,559.5085
plasmenyl-TG(P-18:1_16:1_22:0)+NH4,916.8693,645.618,559.5085
plasmenyl-TG(P-18:1_16:1_22:1)+NH4,914.8537,643.6024,559.5085
plasmenyl-TG(P-18:1_16:1_22:2)+NH4,912.838,641.5867,559.5085
plasmenyl-TG(P-18:1_16:1_22:3)+NH4,910.8224,639.5711,559.5085
plasmenyl-TG(P-18:1_16:1_22:4)+NH4,908.8067,637.5554,559.5085
plasmenyl-TG(P-18:1_16:1_22:5)+NH4,906.7911,635.5398,559.5085
plasmenyl-TG(P-18:1_16:1_22:6)+NH4,904.7754,633.5241,559.5085
plasmenyl-TG(P-18:1_16:1_23:0)+NH4,930.885,659.6337,559.5085
plasmenyl-TG(P-18:1_16:1_24:0)+NH4,944.9006,673.6493,559.5085
plasmenyl-TG(P-18:1_16:1_24:1)+NH4,942.885,671.6337,559.5085
plasmenyl-TG(P-18:1_16:1_25:0)+NH4,958.9163,687.665,559.5085
plasmenyl-TG(P-18:1_16:1_26:0)+NH4,972.9319,701.6806,559.5085
plasmenyl-TG(P-18:1_17:0_17:0)+NH4,862.8224,575.5398,575.5398
plasmenyl-TG(P-18:1_17:0_17:1)+NH4,860.8067,573.5241,575.5398
plasmenyl-TG(P-18:1_17:0_17:2)+NH4,858.7911,571.5085,575.5398
plasmenyl-TG(P-18:1_17:0_18:0)+NH4,876.838,589.5554,575.5398
plasmenyl-TG(P-18:1_17:0_18:1)+NH4,874.8224,587.5398,575.5398
plasmenyl-TG(P-18:1_17:0_18:2)+NH4,872.8067,585.5241,575.5398
plasmenyl-TG(P-18:1_17:0_18:3)+NH4,870.7911,583.5085,575.5398
plasmenyl-TG(P-18:1_17:0_18:4)+NH4,868.7754,581.4928,575.5398
plasmenyl-TG(P-18:1_17:0_19:0)+NH4,890.8537,603.5711,575.5398
plasmenyl-TG(P-18:1_17:0_20:0)+NH4,904.8693,617.5867,575.5398
plasmenyl-TG(P-18:1_17:0_20:1)+NH4,902.8537,615.5711,575.5398
plasmenyl-TG(P-18:1_17:0_20:2)+NH4,900.838,613.5554,575.5398
plasmenyl-TG(P-18:1_17:0_20:3)+NH4,898.8224,611.5398,575.5398
plasmenyl-TG(P-18:1_17:0_20:4)+NH4,896.8067,609.5241,575.5398
plasmenyl-TG(P-18:1_17:0_20:5)+NH4,894.7911,607.5085,575.5398
plasmenyl-TG(P-18:1_17:0_21:0)+NH4,918.885,631.6024,575.5398
plasmenyl-TG(P-18:1_17:0_22:0)+NH4,932.9006,645.618,575.5398
plasmenyl-TG(P-18:1_17:0_22:1)+NH4,930.885,643.6024,575.5398
plasmenyl-TG(P-18:1_17:0_22:2)+NH4,928.8693,641.5867,575.5398
plasmenyl-TG(P-18:1_17:0_22:3)+NH4,926.8537,639.5711,575.5398
plasmenyl-TG(P-18:1_17:0_22:4)+NH4,924.838,637.5554,575.5398
plasmenyl-TG(P-18:1_17:0_22:5)+NH4,922.8224,635.5398,575.5398
plasmenyl-TG(P-18:1_17:0_22:6)+NH4,920.8067,633.5241,575.5398
plasmenyl-TG(P-18:1_17:0_23:0)+NH4,946.9163,659.6337,575.5398
plasmenyl-TG(P-18:1_17:0_24:0)+NH4,960.9319,673.6493,575.5398
plasmenyl-TG(P-18:1_17:0_24:1)+NH4,958.9163,671.6337,575.5398
plasmenyl-TG(P-18:1_17:0_25:0)+NH4,974.9476,687.665,575.5398
plasmenyl-TG(P-18:1_17:0_26:0)+NH4,988.9632,701.6806,575.5398
plasmenyl-TG(P-18:1_17:1_17:1)+NH4,858.791,573.5241,573.5241
plasmenyl-TG(P-18:1_17:1_17:2)+NH4,856.7754,571.5085,573.5241
plasmenyl-TG(P-18:1_17:1_18:0)+NH4,874.8223,589.5554,573.5241
plasmenyl-TG(P-18:1_17:1_18:1)+NH4,872.8067,587.5398,573.5241
plasmenyl-TG(P-18:1_17:1_18:2)+NH4,870.791,585.5241,573.5241
plasmenyl-TG(P-18:1_17:1_18:3)+NH4,868.7754,583.5085,573.5241
plasmenyl-TG(P-18:1_17:1_18:4)+NH4,866.7597,581.4928,573.5241
plasmenyl-TG(P-18:1_17:1_19:0)+NH4,888.838,603.5711,573.5241
plasmenyl-TG(P-18:1_17:1_20:0)+NH4,902.8536,617.5867,573.5241
plasmenyl-TG(P-18:1_17:1_20:1)+NH4,900.838,615.5711,573.5241
plasmenyl-TG(P-18:1_17:1_20:2)+NH4,898.8223,613.5554,573.5241
plasmenyl-TG(P-18:1_17:1_20:3)+NH4,896.8067,611.5398,573.5241
plasmenyl-TG(P-18:1_17:1_20:4)+NH4,894.791,609.5241,573.5241
plasmenyl-TG(P-18:1_17:1_20:5)+NH4,892.7754,607.5085,573.5241
plasmenyl-TG(P-18:1_17:1_21:0)+NH4,916.8693,631.6024,573.5241
plasmenyl-TG(P-18:1_17:1_22:0)+NH4,930.8849,645.618,573.5241
plasmenyl-TG(P-18:1_17:1_22:1)+NH4,928.8693,643.6024,573.5241
plasmenyl-TG(P-18:1_17:1_22:2)+NH4,926.8536,641.5867,573.5241
plasmenyl-TG(P-18:1_17:1_22:3)+NH4,924.838,639.5711,573.5241
plasmenyl-TG(P-18:1_17:1_22:4)+NH4,922.8223,637.5554,573.5241
plasmenyl-TG(P-18:1_17:1_22:5)+NH4,920.8067,635.5398,573.5241
plasmenyl-TG(P-18:1_17:1_22:6)+NH4,918.791,633.5241,573.5241
plasmenyl-TG(P-18:1_17:1_23:0)+NH4,944.9006,659.6337,573.5241
plasmenyl-TG(P-18:1_17:1_24:0)+NH4,958.9162,673.6493,573.5241
plasmenyl-TG(P-18:1_17:1_24:1)+NH4,956.9006,671.6337,573.5241
plasmenyl-TG(P-18:1_17:1_25:0)+NH4,972.9319,687.665,573.5241
plasmenyl-TG(P-18:1_17:1_26:0)+NH4,986.9475,701.6806,573.5241
plasmenyl-TG(P-18:1_17:2_17:2)+NH4,854.7598,571.5085,571.5085
plasmenyl-TG(P-18:1_17:2_18:0)+NH4,872.8067,589.5554,571.5085
plasmenyl-TG(P-18:1_17:2_18:1)+NH4,870.7911,587.5398,571.5085
plasmenyl-TG(P-18:1_17:2_18:2)+NH4,868.7754,585.5241,571.5085
plasmenyl-TG(P-18:1_17:2_18:3)+NH4,866.7598,583.5085,571.5085
plasmenyl-TG(P-18:1_17:2_18:4)+NH4,864.7441,581.4928,571.5085
plasmenyl-TG(P-18:1_17:2_19:0)+NH4,886.8224,603.5711,571.5085
plasmenyl-TG(P-18:1_17:2_20:0)+NH4,900.838,617.5867,571.5085
plasmenyl-TG(P-18:1_17:2_20:1)+NH4,898.8224,615.5711,571.5085
plasmenyl-TG(P-18:1_17:2_20:2)+NH4,896.8067,613.5554,571.5085
plasmenyl-TG(P-18:1_17:2_20:3)+NH4,894.7911,611.5398,571.5085
plasmenyl-TG(P-18:1_17:2_20:4)+NH4,892.7754,609.5241,571.5085
plasmenyl-TG(P-18:1_17:2_20:5)+NH4,890.7598,607.5085,571.5085
plasmenyl-TG(P-18:1_17:2_21:0)+NH4,914.8537,631.6024,571.5085
plasmenyl-TG(P-18:1_17:2_22:0)+NH4,928.8693,645.618,571.5085
plasmenyl-TG(P-18:1_17:2_22:1)+NH4,926.8537,643.6024,571.5085
plasmenyl-TG(P-18:1_17:2_22:2)+NH4,924.838,641.5867,571.5085
plasmenyl-TG(P-18:1_17:2_22:3)+NH4,922.8224,639.5711,571.5085
plasmenyl-TG(P-18:1_17:2_22:4)+NH4,920.8067,637.5554,571.5085
plasmenyl-TG(P-18:1_17:2_22:5)+NH4,918.7911,635.5398,571.5085
plasmenyl-TG(P-18:1_17:2_22:6)+NH4,916.7754,633.5241,571.5085
plasmenyl-TG(P-18:1_17:2_23:0)+NH4,942.885,659.6337,571.5085
plasmenyl-TG(P-18:1_17:2_24:0)+NH4,956.9006,673.6493,571.5085
plasmenyl-TG(P-18:1_17:2_24:1)+NH4,954.885,671.6337,571.5085
plasmenyl-TG(P-18:1_17:2_25:0)+NH4,970.9163,687.665,571.5085
plasmenyl-TG(P-18:1_17:2_26:0)+NH4,984.9319,701.6806,571.5085
plasmenyl-TG(P-18:1_18:0_18:0)+NH4,890.8536,589.5554,589.5554
plasmenyl-TG(P-18:1_18:0_18:1)+NH4,888.838,587.5398,589.5554
plasmenyl-TG(P-18:1_18:0_18:2)+NH4,886.8223,585.5241,589.5554
plasmenyl-TG(P-18:1_18:0_18:3)+NH4,884.8067,583.5085,589.5554
plasmenyl-TG(P-18:1_18:0_18:4)+NH4,882.791,581.4928,589.5554
plasmenyl-TG(P-18:1_18:0_19:0)+NH4,904.8693,603.5711,589.5554
plasmenyl-TG(P-18:1_18:0_20:0)+NH4,918.8849,617.5867,589.5554
plasmenyl-TG(P-18:1_18:0_20:1)+NH4,916.8693,615.5711,589.5554
plasmenyl-TG(P-18:1_18:0_20:2)+NH4,914.8536,613.5554,589.5554
plasmenyl-TG(P-18:1_18:0_20:3)+NH4,912.838,611.5398,589.5554
plasmenyl-TG(P-18:1_18:0_20:4)+NH4,910.8223,609.5241,589.5554
plasmenyl-TG(P-18:1_18:0_20:5)+NH4,908.8067,607.5085,589.5554
plasmenyl-TG(P-18:1_18:0_21:0)+NH4,932.9006,631.6024,589.5554
plasmenyl-TG(P-18:1_18:0_22:0)+NH4,946.9162,645.618,589.5554
plasmenyl-TG(P-18:1_18:0_22:1)+NH4,944.9006,643.6024,589.5554
plasmenyl-TG(P-18:1_18:0_22:2)+NH4,942.8849,641.5867,589.5554
plasmenyl-TG(P-18:1_18:0_22:3)+NH4,940.8693,639.5711,589.5554
plasmenyl-TG(P-18:1_18:0_22:4)+NH4,938.8536,637.5554,589.5554
plasmenyl-TG(P-18:1_18:0_22:5)+NH4,936.838,635.5398,589.5554
plasmenyl-TG(P-18:1_18:0_22:6)+NH4,934.8223,633.5241,589.5554
plasmenyl-TG(P-18:1_18:0_23:0)+NH4,960.9319,659.6337,589.5554
plasmenyl-TG(P-18:1_18:0_24:0)+NH4,974.9475,673.6493,589.5554
