Ganglioside,[M-H]-,Ceramide,M-NeuAc-H,M-Cer-C6H10O5,ion_C11H16NO8
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2400.254226,648.62962,2109.158816,810.68244,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2428.285526,676.6609,2137.190116,838.71372,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2398.238576,646.61398,2107.143166,808.6668,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2426.269876,674.64526,2135.174466,836.69808,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2085.049653,536.5045,1793.954243,698.55732,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2113.080953,564.53578,1821.985543,726.5886,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2141.112253,592.56706,1850.016843,754.61988,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2169.143553,620.59834,1878.048143,782.65116,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2197.174853,648.62962,1906.079443,810.68244,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2225.206153,676.6609,1934.110743,838.71372,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2195.159203,646.61398,1904.063793,808.6668,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2223.190503,674.64526,1932.095093,836.69808,290.08814
GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1881.97028,536.5045,1590.87487,698.55732,290.08814
GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1910.00158,564.53578,1618.90617,726.5886,290.08814
GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1938.032881,592.56706,1646.937471,754.61988,290.08814
GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1966.064181,620.59834,1674.968771,782.65116,290.08814
GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1994.095481,648.62962,1703.000071,810.68244,290.08814
GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2022.126781,676.6609,1731.031371,838.71372,290.08814
GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1992.079831,646.61398,1700.984421,808.6668,290.08814
GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2020.111131,674.64526,1729.015721,836.69808,290.08814
Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1881.97028,536.5045,1590.87487,698.55732,290.08814
Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1910.00158,564.53578,1618.90617,726.5886,290.08814
Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1938.032881,592.56706,1646.937471,754.61988,290.08814
Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1966.064181,620.59834,1674.968771,782.65116,290.08814
Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1994.095481,648.62962,1703.000071,810.68244,290.08814
Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2022.126781,676.6609,1731.031371,838.71372,290.08814
Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1992.079831,646.61398,1700.984421,808.6668,290.08814
Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2020.111131,674.64526,1729.015721,836.69808,290.08814
Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1678.890908,536.5045,1387.795498,698.55732,290.08814
Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1706.922208,564.53578,1415.826798,726.5886,290.08814
Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1734.953508,592.56706,1443.858098,754.61988,290.08814
Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1762.984808,620.59834,1471.889398,782.65116,290.08814
Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1791.016108,648.62962,1499.920698,810.68244,290.08814
Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1819.047408,676.6609,1527.951998,838.71372,290.08814
Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1789.000458,646.61398,1497.905048,808.6668,290.08814
Galalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1817.031758,674.64526,1525.936348,836.69808,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2247.102476,536.5045,1956.007066,698.55732,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2275.133776,564.53578,1984.038366,726.5886,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2303.165077,592.56706,2012.069667,754.61988,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2331.196377,620.59834,2040.100967,782.65116,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2359.227677,648.62962,2068.132267,810.68244,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2387.258977,676.6609,2096.163567,838.71372,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2357.212027,646.61398,2066.116617,808.6668,290.08814
NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2385.243327,674.64526,2094.147917,836.69808,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2425.150214,536.5045,2134.054804,698.55732,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2453.181514,564.53578,2162.086104,726.5886,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2481.212815,592.56706,2190.117405,754.61988,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2509.244115,620.59834,2218.148705,782.65116,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2537.275415,648.62962,2246.180005,810.68244,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2565.306715,676.6609,2274.211305,838.71372,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2535.259765,646.61398,2244.164355,808.6668,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2563.291065,674.64526,2272.195655,836.69808,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1881.97028,536.5045,1590.87487,698.55732,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1910.00158,564.53578,1618.90617,726.5886,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1938.032881,592.56706,1646.937471,754.61988,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1966.064181,620.59834,1674.968771,782.65116,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1994.095481,648.62962,1703.000071,810.68244,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2022.126781,676.6609,1731.031371,838.71372,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1992.079831,646.61398,1700.984421,808.6668,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2020.111131,674.64526,1729.015721,836.69808,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1678.890908,536.5045,1387.795498,698.55732,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1706.922208,564.53578,1415.826798,726.5886,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1734.953508,592.56706,1443.858098,754.61988,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1762.984808,620.59834,1471.889398,782.65116,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1791.016108,648.62962,1499.920698,810.68244,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1819.047408,676.6609,1527.951998,838.71372,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1789.000458,646.61398,1497.905048,808.6668,290.08814
NeuAcalpha1-3Galbeta1-4GlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1817.031758,674.64526,1525.936348,836.69808,290.08814
NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6(GalNAcbeta1-3Galalpha1-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2085.049653,536.5045,1793.954243,698.55732,290.08814
NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6(GalNAcbeta1-3Galalpha1-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2113.080953,564.53578,1821.985543,726.5886,290.08814
NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6(GalNAcbeta1-3Galalpha1-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2141.112253,592.56706,1850.016843,754.61988,290.08814
NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6(GalNAcbeta1-3Galalpha1-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2169.143553,620.59834,1878.048143,782.65116,290.08814
NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6(GalNAcbeta1-3Galalpha1-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2197.174853,648.62962,1906.079443,810.68244,290.08814
NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6(GalNAcbeta1-3Galalpha1-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2225.206153,676.6609,1934.110743,838.71372,290.08814
NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6(GalNAcbeta1-3Galalpha1-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2195.159203,646.61398,1904.063793,808.6668,290.08814
NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6(GalNAcbeta1-3Galalpha1-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2223.190503,674.64526,1932.095093,836.69808,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1969.986324,536.5045,1678.890914,698.55732,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1998.017624,564.53578,1706.922214,726.5886,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2026.048925,592.56706,1734.953515,754.61988,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2054.080225,620.59834,1762.984815,782.65116,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2082.111525,648.62962,1791.016115,810.68244,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2110.142825,676.6609,1819.047415,838.71372,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2080.095875,646.61398,1789.000465,808.6668,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2108.127175,674.64526,1817.031765,836.69808,290.08814
NeuAcalpha2-6(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1969.986324,536.5045,1678.890914,698.55732,290.08814
NeuAcalpha2-6(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1998.017624,564.53578,1706.922214,726.5886,290.08814
NeuAcalpha2-6(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2026.048925,592.56706,1734.953515,754.61988,290.08814
NeuAcalpha2-6(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2054.080225,620.59834,1762.984815,782.65116,290.08814
NeuAcalpha2-6(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2082.111525,648.62962,1791.016115,810.68244,290.08814
NeuAcalpha2-6(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2110.142825,676.6609,1819.047415,838.71372,290.08814
NeuAcalpha2-6(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2080.095875,646.61398,1789.000465,808.6668,290.08814
NeuAcalpha2-6(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2108.127175,674.64526,1817.031765,836.69808,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1969.986324,536.5045,1678.890914,698.55732,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1998.017624,564.53578,1706.922214,726.5886,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2026.048925,592.56706,1734.953515,754.61988,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2054.080225,620.59834,1762.984815,782.65116,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2082.111525,648.62962,1791.016115,810.68244,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2110.142825,676.6609,1819.047415,838.71372,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2080.095875,646.61398,1789.000465,808.6668,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2108.127175,674.64526,1817.031765,836.69808,290.08814
NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2001.976154,536.5045,1710.880744,698.55732,290.08814
NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2030.007454,564.53578,1738.912044,726.5886,290.08814
NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2058.038754,592.56706,1766.943344,754.61988,290.08814
NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2086.070054,620.59834,1794.974644,782.65116,290.08814
NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2114.101354,648.62962,1823.005944,810.68244,290.08814
NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2142.132654,676.6609,1851.037244,838.71372,290.08814
NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2112.085704,646.61398,1820.990294,808.6668,290.08814
NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2140.117004,674.64526,1849.021594,836.69808,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1442.801305,536.5045,1151.705895,698.55732,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1470.832605,564.53578,1179.737195,726.5886,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1498.863905,592.56706,1207.768495,754.61988,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1526.895205,620.59834,1235.799795,782.65116,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1554.926505,648.62962,1263.831095,810.68244,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1582.957806,676.6609,1291.862396,838.71372,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1552.910855,646.61398,1261.815445,808.6668,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1580.942156,674.64526,1289.846746,836.69808,290.08814
NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1733.896721,536.5045,1442.801311,698.55732,290.08814
NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1761.928022,564.53578,1470.832612,726.5886,290.08814
NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1789.959322,592.56706,1498.863912,754.61988,290.08814
NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1817.990622,620.59834,1526.895212,782.65116,290.08814
NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1846.021922,648.62962,1554.926512,810.68244,290.08814
NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1874.053222,676.6609,1582.957812,838.71372,290.08814
NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1844.006272,646.61398,1552.910862,808.6668,290.08814
NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1872.037572,674.64526,1580.942162,836.69808,290.08814
