ether-TG,[M+NH4]+,NL R2COOH,NL R3COOH,RCO_2,RCO_3,RCO2+74.0368,RCO3+74.0368,RCO2+74-H2O,RCO3+74-H2O
plasmenyl-TG(P-18:0_20:1_25:0)+NH4,1016.9945,689.6806,617.5867,293.28394,365.37784,367.3207364,439.4146364,349.3101714,421.4040714
plasmenyl-TG(P-18:0_20:1_26:0)+NH4,1031.0101,703.6962,617.5867,293.28394,379.39344,367.3207364,453.4302364,349.3101714,435.4196714
plasmenyl-TG(P-18:0_20:2_20:2)+NH4,940.8692,615.571,615.571,291.26824,291.26824,365.3050364,365.3050364,347.2944714,347.2944714
plasmenyl-TG(P-18:0_20:2_20:3)+NH4,938.8536,613.5554,615.571,291.26824,289.25264,365.3050364,363.2894364,347.2944714,345.2788714
plasmenyl-TG(P-18:0_20:2_20:4)+NH4,936.8379,611.5397,615.571,291.26824,287.23694,365.3050364,361.2737364,347.2944714,343.2631714
plasmenyl-TG(P-18:0_20:2_20:5)+NH4,934.8223,609.5241,615.571,291.26824,285.22134,365.3050364,359.2581364,347.2944714,341.2475714
plasmenyl-TG(P-18:0_20:2_21:0)+NH4,958.9162,633.618,615.571,291.26824,309.31524,365.3050364,383.3520364,347.2944714,365.3414714
plasmenyl-TG(P-18:0_20:2_22:0)+NH4,972.9318,647.6336,615.571,291.26824,323.33084,365.3050364,397.3676364,347.2944714,379.3570714
plasmenyl-TG(P-18:0_20:2_22:1)+NH4,970.9162,645.618,615.571,291.26824,321.31524,365.3050364,395.3520364,347.2944714,377.3414714
plasmenyl-TG(P-18:0_20:2_22:2)+NH4,968.9005,643.6023,615.571,291.26824,319.29954,365.3050364,393.3363364,347.2944714,375.3257714
plasmenyl-TG(P-18:0_20:2_22:3)+NH4,966.8849,641.5867,615.571,291.26824,317.28394,365.3050364,391.3207364,347.2944714,373.3101714
plasmenyl-TG(P-18:0_20:2_22:4)+NH4,964.8692,639.571,615.571,291.26824,315.26824,365.3050364,389.3050364,347.2944714,371.2944714
plasmenyl-TG(P-18:0_20:2_22:5)+NH4,962.8536,637.5554,615.571,291.26824,313.25264,365.3050364,387.2894364,347.2944714,369.2788714
plasmenyl-TG(P-18:0_20:2_22:6)+NH4,960.8379,635.5397,615.571,291.26824,311.23694,365.3050364,385.2737364,347.2944714,367.2631714
plasmenyl-TG(P-18:0_20:2_23:0)+NH4,986.9475,661.6493,615.571,291.26824,337.34654,365.3050364,411.3833364,347.2944714,393.3727714
plasmenyl-TG(P-18:0_20:2_24:0)+NH4,1000.9631,675.6649,615.571,291.26824,351.36214,365.3050364,425.3989364,347.2944714,407.3883714
plasmenyl-TG(P-18:0_20:2_24:1)+NH4,998.9475,673.6493,615.571,291.26824,349.34654,365.3050364,423.3833364,347.2944714,405.3727714
plasmenyl-TG(P-18:0_20:2_25:0)+NH4,1014.9788,689.6806,615.571,291.26824,365.37784,365.3050364,439.4146364,347.2944714,421.4040714
plasmenyl-TG(P-18:0_20:2_26:0)+NH4,1028.9944,703.6962,615.571,291.26824,379.39344,365.3050364,453.4302364,347.2944714,435.4196714
plasmenyl-TG(P-18:0_20:3_20:3)+NH4,936.838,613.5554,613.5554,289.25264,289.25264,363.2894364,363.2894364,345.2788714,345.2788714
plasmenyl-TG(P-18:0_20:3_20:4)+NH4,934.8223,611.5397,613.5554,289.25264,287.23694,363.2894364,361.2737364,345.2788714,343.2631714
plasmenyl-TG(P-18:0_20:3_20:5)+NH4,932.8067,609.5241,613.5554,289.25264,285.22134,363.2894364,359.2581364,345.2788714,341.2475714
plasmenyl-TG(P-18:0_20:3_21:0)+NH4,956.9006,633.618,613.5554,289.25264,309.31524,363.2894364,383.3520364,345.2788714,365.3414714
plasmenyl-TG(P-18:0_20:3_22:0)+NH4,970.9162,647.6336,613.5554,289.25264,323.33084,363.2894364,397.3676364,345.2788714,379.3570714
plasmenyl-TG(P-18:0_20:3_22:1)+NH4,968.9006,645.618,613.5554,289.25264,321.31524,363.2894364,395.3520364,345.2788714,377.3414714
plasmenyl-TG(P-18:0_20:3_22:2)+NH4,966.8849,643.6023,613.5554,289.25264,319.29954,363.2894364,393.3363364,345.2788714,375.3257714
plasmenyl-TG(P-18:0_20:3_22:3)+NH4,964.8693,641.5867,613.5554,289.25264,317.28394,363.2894364,391.3207364,345.2788714,373.3101714
plasmenyl-TG(P-18:0_20:3_22:4)+NH4,962.8536,639.571,613.5554,289.25264,315.26824,363.2894364,389.3050364,345.2788714,371.2944714
plasmenyl-TG(P-18:0_20:3_22:5)+NH4,960.838,637.5554,613.5554,289.25264,313.25264,363.2894364,387.2894364,345.2788714,369.2788714
plasmenyl-TG(P-18:0_20:3_22:6)+NH4,958.8223,635.5397,613.5554,289.25264,311.23694,363.2894364,385.2737364,345.2788714,367.2631714
plasmenyl-TG(P-18:0_20:3_23:0)+NH4,984.9319,661.6493,613.5554,289.25264,337.34654,363.2894364,411.3833364,345.2788714,393.3727714
plasmenyl-TG(P-18:0_20:3_24:0)+NH4,998.9475,675.6649,613.5554,289.25264,351.36214,363.2894364,425.3989364,345.2788714,407.3883714
plasmenyl-TG(P-18:0_20:3_24:1)+NH4,996.9319,673.6493,613.5554,289.25264,349.34654,363.2894364,423.3833364,345.2788714,405.3727714
plasmenyl-TG(P-18:0_20:3_25:0)+NH4,1012.9632,689.6806,613.5554,289.25264,365.37784,363.2894364,439.4146364,345.2788714,421.4040714
plasmenyl-TG(P-18:0_20:3_26:0)+NH4,1026.9788,703.6962,613.5554,289.25264,379.39344,363.2894364,453.4302364,345.2788714,435.4196714
plasmenyl-TG(P-18:0_20:4_20:4)+NH4,932.8066,611.5397,611.5397,287.23694,287.23694,361.2737364,361.2737364,343.2631714,343.2631714
plasmenyl-TG(P-18:0_20:4_20:5)+NH4,930.791,609.5241,611.5397,287.23694,285.22134,361.2737364,359.2581364,343.2631714,341.2475714
plasmenyl-TG(P-18:0_20:4_21:0)+NH4,954.8849,633.618,611.5397,287.23694,309.31524,361.2737364,383.3520364,343.2631714,365.3414714
plasmenyl-TG(P-18:0_20:4_22:0)+NH4,968.9005,647.6336,611.5397,287.23694,323.33084,361.2737364,397.3676364,343.2631714,379.3570714
plasmenyl-TG(P-18:0_20:4_22:1)+NH4,966.8849,645.618,611.5397,287.23694,321.31524,361.2737364,395.3520364,343.2631714,377.3414714
plasmenyl-TG(P-18:0_20:4_22:2)+NH4,964.8692,643.6023,611.5397,287.23694,319.29954,361.2737364,393.3363364,343.2631714,375.3257714
plasmenyl-TG(P-18:0_20:4_22:3)+NH4,962.8536,641.5867,611.5397,287.23694,317.28394,361.2737364,391.3207364,343.2631714,373.3101714
plasmenyl-TG(P-18:0_20:4_22:4)+NH4,960.8379,639.571,611.5397,287.23694,315.26824,361.2737364,389.3050364,343.2631714,371.2944714
plasmenyl-TG(P-18:0_20:4_22:5)+NH4,958.8223,637.5554,611.5397,287.23694,313.25264,361.2737364,387.2894364,343.2631714,369.2788714
plasmenyl-TG(P-18:0_20:4_22:6)+NH4,956.8066,635.5397,611.5397,287.23694,311.23694,361.2737364,385.2737364,343.2631714,367.2631714
plasmenyl-TG(P-18:0_20:4_23:0)+NH4,982.9162,661.6493,611.5397,287.23694,337.34654,361.2737364,411.3833364,343.2631714,393.3727714
plasmenyl-TG(P-18:0_20:4_24:0)+NH4,996.9318,675.6649,611.5397,287.23694,351.36214,361.2737364,425.3989364,343.2631714,407.3883714
plasmenyl-TG(P-18:0_20:4_24:1)+NH4,994.9162,673.6493,611.5397,287.23694,349.34654,361.2737364,423.3833364,343.2631714,405.3727714
plasmenyl-TG(P-18:0_20:4_25:0)+NH4,1010.9475,689.6806,611.5397,287.23694,365.37784,361.2737364,439.4146364,343.2631714,421.4040714
plasmenyl-TG(P-18:0_20:4_26:0)+NH4,1024.9631,703.6962,611.5397,287.23694,379.39344,361.2737364,453.4302364,343.2631714,435.4196714
plasmenyl-TG(P-18:0_20:5_20:5)+NH4,928.7754,609.5241,609.5241,285.22134,285.22134,359.2581364,359.2581364,341.2475714,341.2475714
plasmenyl-TG(P-18:0_20:5_21:0)+NH4,952.8693,633.618,609.5241,285.22134,309.31524,359.2581364,383.3520364,341.2475714,365.3414714
plasmenyl-TG(P-18:0_20:5_22:0)+NH4,966.8849,647.6336,609.5241,285.22134,323.33084,359.2581364,397.3676364,341.2475714,379.3570714
plasmenyl-TG(P-18:0_20:5_22:1)+NH4,964.8693,645.618,609.5241,285.22134,321.31524,359.2581364,395.3520364,341.2475714,377.3414714
plasmenyl-TG(P-18:0_20:5_22:2)+NH4,962.8536,643.6023,609.5241,285.22134,319.29954,359.2581364,393.3363364,341.2475714,375.3257714
plasmenyl-TG(P-18:0_20:5_22:3)+NH4,960.838,641.5867,609.5241,285.22134,317.28394,359.2581364,391.3207364,341.2475714,373.3101714
plasmenyl-TG(P-18:0_20:5_22:4)+NH4,958.8223,639.571,609.5241,285.22134,315.26824,359.2581364,389.3050364,341.2475714,371.2944714
plasmenyl-TG(P-18:0_20:5_22:5)+NH4,956.8067,637.5554,609.5241,285.22134,313.25264,359.2581364,387.2894364,341.2475714,369.2788714
plasmenyl-TG(P-18:0_20:5_22:6)+NH4,954.791,635.5397,609.5241,285.22134,311.23694,359.2581364,385.2737364,341.2475714,367.2631714
plasmenyl-TG(P-18:0_20:5_23:0)+NH4,980.9006,661.6493,609.5241,285.22134,337.34654,359.2581364,411.3833364,341.2475714,393.3727714
plasmenyl-TG(P-18:0_20:5_24:0)+NH4,994.9162,675.6649,609.5241,285.22134,351.36214,359.2581364,425.3989364,341.2475714,407.3883714
plasmenyl-TG(P-18:0_20:5_24:1)+NH4,992.9006,673.6493,609.5241,285.22134,349.34654,359.2581364,423.3833364,341.2475714,405.3727714
plasmenyl-TG(P-18:0_20:5_25:0)+NH4,1008.9319,689.6806,609.5241,285.22134,365.37784,359.2581364,439.4146364,341.2475714,421.4040714
plasmenyl-TG(P-18:0_20:5_26:0)+NH4,1022.9475,703.6962,609.5241,285.22134,379.39344,359.2581364,453.4302364,341.2475714,435.4196714
plasmenyl-TG(P-18:0_21:0_21:0)+NH4,976.9632,633.618,633.618,309.31524,309.31524,383.3520364,383.3520364,365.3414714,365.3414714
plasmenyl-TG(P-18:0_21:0_22:0)+NH4,990.9788,647.6336,633.618,309.31524,323.33084,383.3520364,397.3676364,365.3414714,379.3570714
plasmenyl-TG(P-18:0_21:0_22:1)+NH4,988.9632,645.618,633.618,309.31524,321.31524,383.3520364,395.3520364,365.3414714,377.3414714
plasmenyl-TG(P-18:0_21:0_22:2)+NH4,986.9475,643.6023,633.618,309.31524,319.29954,383.3520364,393.3363364,365.3414714,375.3257714
plasmenyl-TG(P-18:0_21:0_22:3)+NH4,984.9319,641.5867,633.618,309.31524,317.28394,383.3520364,391.3207364,365.3414714,373.3101714
plasmenyl-TG(P-18:0_21:0_22:4)+NH4,982.9162,639.571,633.618,309.31524,315.26824,383.3520364,389.3050364,365.3414714,371.2944714
plasmenyl-TG(P-18:0_21:0_22:5)+NH4,980.9006,637.5554,633.618,309.31524,313.25264,383.3520364,387.2894364,365.3414714,369.2788714
plasmenyl-TG(P-18:0_21:0_22:6)+NH4,978.8849,635.5397,633.618,309.31524,311.23694,383.3520364,385.2737364,365.3414714,367.2631714
plasmenyl-TG(P-18:0_21:0_23:0)+NH4,1004.9945,661.6493,633.618,309.31524,337.34654,383.3520364,411.3833364,365.3414714,393.3727714
plasmenyl-TG(P-18:0_21:0_24:0)+NH4,1019.0101,675.6649,633.618,309.31524,351.36214,383.3520364,425.3989364,365.3414714,407.3883714
plasmenyl-TG(P-18:0_21:0_24:1)+NH4,1016.9945,673.6493,633.618,309.31524,349.34654,383.3520364,423.3833364,365.3414714,405.3727714
plasmenyl-TG(P-18:0_21:0_25:0)+NH4,1033.0258,689.6806,633.618,309.31524,365.37784,383.3520364,439.4146364,365.3414714,421.4040714
plasmenyl-TG(P-18:0_21:0_26:0)+NH4,1047.0414,703.6962,633.618,309.31524,379.39344,383.3520364,453.4302364,365.3414714,435.4196714
plasmenyl-TG(P-18:0_22:0_22:0)+NH4,1004.9944,647.6336,647.6336,323.33084,323.33084,397.3676364,397.3676364,379.3570714,379.3570714
plasmenyl-TG(P-18:0_22:0_22:1)+NH4,1002.9788,645.618,647.6336,323.33084,321.31524,397.3676364,395.3520364,379.3570714,377.3414714
plasmenyl-TG(P-18:0_22:0_22:2)+NH4,1000.9631,643.6023,647.6336,323.33084,319.29954,397.3676364,393.3363364,379.3570714,375.3257714
plasmenyl-TG(P-18:0_22:0_22:3)+NH4,998.9475,641.5867,647.6336,323.33084,317.28394,397.3676364,391.3207364,379.3570714,373.3101714
plasmenyl-TG(P-18:0_22:0_22:4)+NH4,996.9318,639.571,647.6336,323.33084,315.26824,397.3676364,389.3050364,379.3570714,371.2944714
plasmenyl-TG(P-18:0_22:0_22:5)+NH4,994.9162,637.5554,647.6336,323.33084,313.25264,397.3676364,387.2894364,379.3570714,369.2788714
plasmenyl-TG(P-18:0_22:0_22:6)+NH4,992.9005,635.5397,647.6336,323.33084,311.23694,397.3676364,385.2737364,379.3570714,367.2631714
plasmenyl-TG(P-18:0_22:0_23:0)+NH4,1019.0101,661.6493,647.6336,323.33084,337.34654,397.3676364,411.3833364,379.3570714,393.3727714
plasmenyl-TG(P-18:0_22:0_24:0)+NH4,1033.0257,675.6649,647.6336,323.33084,351.36214,397.3676364,425.3989364,379.3570714,407.3883714
plasmenyl-TG(P-18:0_22:0_24:1)+NH4,1031.0101,673.6493,647.6336,323.33084,349.34654,397.3676364,423.3833364,379.3570714,405.3727714
plasmenyl-TG(P-18:0_22:0_25:0)+NH4,1047.0414,689.6806,647.6336,323.33084,365.37784,397.3676364,439.4146364,379.3570714,421.4040714
plasmenyl-TG(P-18:0_22:0_26:0)+NH4,1061.057,703.6962,647.6336,323.33084,379.39344,397.3676364,453.4302364,379.3570714,435.4196714
plasmenyl-TG(P-18:0_22:1_22:1)+NH4,1000.9632,645.618,645.618,321.31524,321.31524,395.3520364,395.3520364,377.3414714,377.3414714
plasmenyl-TG(P-18:0_22:1_22:2)+NH4,998.9475,643.6023,645.618,321.31524,319.29954,395.3520364,393.3363364,377.3414714,375.3257714
plasmenyl-TG(P-18:0_22:1_22:3)+NH4,996.9319,641.5867,645.618,321.31524,317.28394,395.3520364,391.3207364,377.3414714,373.3101714
plasmenyl-TG(P-18:0_22:1_22:4)+NH4,994.9162,639.571,645.618,321.31524,315.26824,395.3520364,389.3050364,377.3414714,371.2944714
plasmenyl-TG(P-18:0_22:1_22:5)+NH4,992.9006,637.5554,645.618,321.31524,313.25264,395.3520364,387.2894364,377.3414714,369.2788714
plasmenyl-TG(P-18:0_22:1_22:6)+NH4,990.8849,635.5397,645.618,321.31524,311.23694,395.3520364,385.2737364,377.3414714,367.2631714
plasmenyl-TG(P-18:0_22:1_23:0)+NH4,1016.9945,661.6493,645.618,321.31524,337.34654,395.3520364,411.3833364,377.3414714,393.3727714
plasmenyl-TG(P-18:0_22:1_24:0)+NH4,1031.0101,675.6649,645.618,321.31524,351.36214,395.3520364,425.3989364,377.3414714,407.3883714
plasmenyl-TG(P-18:0_22:1_24:1)+NH4,1028.9945,673.6493,645.618,321.31524,349.34654,395.3520364,423.3833364,377.3414714,405.3727714
plasmenyl-TG(P-18:0_22:1_25:0)+NH4,1045.0258,689.6806,645.618,321.31524,365.37784,395.3520364,439.4146364,377.3414714,421.4040714
plasmenyl-TG(P-18:0_22:1_26:0)+NH4,1059.0414,703.6962,645.618,321.31524,379.39344,395.3520364,453.4302364,377.3414714,435.4196714
plasmenyl-TG(P-18:0_22:2_22:2)+NH4,996.9318,643.6023,643.6023,319.29954,319.29954,393.3363364,393.3363364,375.3257714,375.3257714
plasmenyl-TG(P-18:0_22:2_22:3)+NH4,994.9162,641.5867,643.6023,319.29954,317.28394,393.3363364,391.3207364,375.3257714,373.3101714
plasmenyl-TG(P-18:0_22:2_22:4)+NH4,992.9005,639.571,643.6023,319.29954,315.26824,393.3363364,389.3050364,375.3257714,371.2944714
plasmenyl-TG(P-18:0_22:2_22:5)+NH4,990.8849,637.5554,643.6023,319.29954,313.25264,393.3363364,387.2894364,375.3257714,369.2788714
plasmenyl-TG(P-18:0_22:2_22:6)+NH4,988.8692,635.5397,643.6023,319.29954,311.23694,393.3363364,385.2737364,375.3257714,367.2631714
plasmenyl-TG(P-18:0_22:2_23:0)+NH4,1014.9788,661.6493,643.6023,319.29954,337.34654,393.3363364,411.3833364,375.3257714,393.3727714
plasmenyl-TG(P-18:0_22:2_24:0)+NH4,1028.9944,675.6649,643.6023,319.29954,351.36214,393.3363364,425.3989364,375.3257714,407.3883714
plasmenyl-TG(P-18:0_22:2_24:1)+NH4,1026.9788,673.6493,643.6023,319.29954,349.34654,393.3363364,423.3833364,375.3257714,405.3727714
plasmenyl-TG(P-18:0_22:2_25:0)+NH4,1043.0101,689.6806,643.6023,319.29954,365.37784,393.3363364,439.4146364,375.3257714,421.4040714
plasmenyl-TG(P-18:0_22:2_26:0)+NH4,1057.0257,703.6962,643.6023,319.29954,379.39344,393.3363364,453.4302364,375.3257714,435.4196714
plasmenyl-TG(P-18:0_22:3_22:3)+NH4,992.9006,641.5867,641.5867,317.28394,317.28394,391.3207364,391.3207364,373.3101714,373.3101714
plasmenyl-TG(P-18:0_22:3_22:4)+NH4,990.8849,639.571,641.5867,317.28394,315.26824,391.3207364,389.3050364,373.3101714,371.2944714
plasmenyl-TG(P-18:0_22:3_22:5)+NH4,988.8693,637.5554,641.5867,317.28394,313.25264,391.3207364,387.2894364,373.3101714,369.2788714
plasmenyl-TG(P-18:0_22:3_22:6)+NH4,986.8536,635.5397,641.5867,317.28394,311.23694,391.3207364,385.2737364,373.3101714,367.2631714
plasmenyl-TG(P-18:0_22:3_23:0)+NH4,1012.9632,661.6493,641.5867,317.28394,337.34654,391.3207364,411.3833364,373.3101714,393.3727714
plasmenyl-TG(P-18:0_22:3_24:0)+NH4,1026.9788,675.6649,641.5867,317.28394,351.36214,391.3207364,425.3989364,373.3101714,407.3883714
plasmenyl-TG(P-18:0_22:3_24:1)+NH4,1024.9632,673.6493,641.5867,317.28394,349.34654,391.3207364,423.3833364,373.3101714,405.3727714
plasmenyl-TG(P-18:0_22:3_25:0)+NH4,1040.9945,689.6806,641.5867,317.28394,365.37784,391.3207364,439.4146364,373.3101714,421.4040714
plasmenyl-TG(P-18:0_22:3_26:0)+NH4,1055.0101,703.6962,641.5867,317.28394,379.39344,391.3207364,453.4302364,373.3101714,435.4196714
plasmenyl-TG(P-18:0_22:4_22:4)+NH4,988.8692,639.571,639.571,315.26824,315.26824,389.3050364,389.3050364,371.2944714,371.2944714
plasmenyl-TG(P-18:0_22:4_22:5)+NH4,986.8536,637.5554,639.571,315.26824,313.25264,389.3050364,387.2894364,371.2944714,369.2788714
plasmenyl-TG(P-18:0_22:4_22:6)+NH4,984.8379,635.5397,639.571,315.26824,311.23694,389.3050364,385.2737364,371.2944714,367.2631714
plasmenyl-TG(P-18:0_22:4_23:0)+NH4,1010.9475,661.6493,639.571,315.26824,337.34654,389.3050364,411.3833364,371.2944714,393.3727714
plasmenyl-TG(P-18:0_22:4_24:0)+NH4,1024.9631,675.6649,639.571,315.26824,351.36214,389.3050364,425.3989364,371.2944714,407.3883714
plasmenyl-TG(P-18:0_22:4_24:1)+NH4,1022.9475,673.6493,639.571,315.26824,349.34654,389.3050364,423.3833364,371.2944714,405.3727714
plasmenyl-TG(P-18:0_22:4_25:0)+NH4,1038.9788,689.6806,639.571,315.26824,365.37784,389.3050364,439.4146364,371.2944714,421.4040714
plasmenyl-TG(P-18:0_22:4_26:0)+NH4,1052.9944,703.6962,639.571,315.26824,379.39344,389.3050364,453.4302364,371.2944714,435.4196714
plasmenyl-TG(P-18:0_22:5_22:5)+NH4,984.838,637.5554,637.5554,313.25264,313.25264,387.2894364,387.2894364,369.2788714,369.2788714
plasmenyl-TG(P-18:0_22:5_22:6)+NH4,982.8223,635.5397,637.5554,313.25264,311.23694,387.2894364,385.2737364,369.2788714,367.2631714
plasmenyl-TG(P-18:0_22:5_23:0)+NH4,1008.9319,661.6493,637.5554,313.25264,337.34654,387.2894364,411.3833364,369.2788714,393.3727714
plasmenyl-TG(P-18:0_22:5_24:0)+NH4,1022.9475,675.6649,637.5554,313.25264,351.36214,387.2894364,425.3989364,369.2788714,407.3883714
plasmenyl-TG(P-18:0_22:5_24:1)+NH4,1020.9319,673.6493,637.5554,313.25264,349.34654,387.2894364,423.3833364,369.2788714,405.3727714
plasmenyl-TG(P-18:0_22:5_25:0)+NH4,1036.9632,689.6806,637.5554,313.25264,365.37784,387.2894364,439.4146364,369.2788714,421.4040714
plasmenyl-TG(P-18:0_22:5_26:0)+NH4,1050.9788,703.6962,637.5554,313.25264,379.39344,387.2894364,453.4302364,369.2788714,435.4196714
plasmenyl-TG(P-18:0_22:6_22:6)+NH4,980.8066,635.5397,635.5397,311.23694,311.23694,385.2737364,385.2737364,367.2631714,367.2631714
plasmenyl-TG(P-18:0_22:6_23:0)+NH4,1006.9162,661.6493,635.5397,311.23694,337.34654,385.2737364,411.3833364,367.2631714,393.3727714
plasmenyl-TG(P-18:0_22:6_24:0)+NH4,1020.9318,675.6649,635.5397,311.23694,351.36214,385.2737364,425.3989364,367.2631714,407.3883714
plasmenyl-TG(P-18:0_22:6_24:1)+NH4,1018.9162,673.6493,635.5397,311.23694,349.34654,385.2737364,423.3833364,367.2631714,405.3727714
plasmenyl-TG(P-18:0_22:6_25:0)+NH4,1034.9475,689.6806,635.5397,311.23694,365.37784,385.2737364,439.4146364,367.2631714,421.4040714
plasmenyl-TG(P-18:0_22:6_26:0)+NH4,1048.9631,703.6962,635.5397,311.23694,379.39344,385.2737364,453.4302364,367.2631714,435.4196714
plasmenyl-TG(P-18:0_23:0_23:0)+NH4,1033.0258,661.6493,661.6493,337.34654,337.34654,411.3833364,411.3833364,393.3727714,393.3727714
plasmenyl-TG(P-18:0_23:0_24:0)+NH4,1047.0414,675.6649,661.6493,337.34654,351.36214,411.3833364,425.3989364,393.3727714,407.3883714
plasmenyl-TG(P-18:0_23:0_24:1)+NH4,1045.0258,673.6493,661.6493,337.34654,349.34654,411.3833364,423.3833364,393.3727714,405.3727714
plasmenyl-TG(P-18:0_23:0_25:0)+NH4,1061.0571,689.6806,661.6493,337.34654,365.37784,411.3833364,439.4146364,393.3727714,421.4040714
plasmenyl-TG(P-18:0_23:0_26:0)+NH4,1075.0727,703.6962,661.6493,337.34654,379.39344,411.3833364,453.4302364,393.3727714,435.4196714
plasmenyl-TG(P-18:0_24:0_24:0)+NH4,1061.057,675.6649,675.6649,351.36214,351.36214,425.3989364,425.3989364,407.3883714,407.3883714
plasmenyl-TG(P-18:0_24:0_24:1)+NH4,1059.0414,673.6493,675.6649,351.36214,349.34654,425.3989364,423.3833364,407.3883714,405.3727714
plasmenyl-TG(P-18:0_24:0_25:0)+NH4,1075.0727,689.6806,675.6649,351.36214,365.37784,425.3989364,439.4146364,407.3883714,421.4040714
plasmenyl-TG(P-18:0_24:0_26:0)+NH4,1089.0883,703.6962,675.6649,351.36214,379.39344,425.3989364,453.4302364,407.3883714,435.4196714
plasmenyl-TG(P-18:0_24:1_24:1)+NH4,1057.0258,673.6493,673.6493,349.34654,349.34654,423.3833364,423.3833364,405.3727714,405.3727714
plasmenyl-TG(P-18:0_24:1_25:0)+NH4,1073.0571,689.6806,673.6493,349.34654,365.37784,423.3833364,439.4146364,405.3727714,421.4040714
plasmenyl-TG(P-18:0_24:1_26:0)+NH4,1087.0727,703.6962,673.6493,349.34654,379.39344,423.3833364,453.4302364,405.3727714,435.4196714
plasmenyl-TG(P-18:0_25:0_25:0)+NH4,1089.0884,689.6806,689.6806,365.37784,365.37784,439.4146364,439.4146364,421.4040714,421.4040714
plasmenyl-TG(P-18:0_25:0_26:0)+NH4,1103.104,703.6962,689.6806,365.37784,379.39344,439.4146364,453.4302364,421.4040714,435.4196714
plasmenyl-TG(P-18:0_26:0_26:0)+NH4,1117.1196,703.6962,703.6962,379.39344,379.39344,453.4302364,453.4302364,435.4196714,435.4196714
plasmenyl-TG(P-18:1_8:0_8:0)+NH4,610.5406,449.3989,449.3989,127.11174,127.11174,201.1485364,201.1485364,183.1379714,183.1379714
plasmenyl-TG(P-18:1_8:0_10:0)+NH4,638.5719,477.4302,449.3989,127.11174,155.14304,201.1485364,229.1798364,183.1379714,211.1692714
plasmenyl-TG(P-18:1_8:0_12:0)+NH4,666.6032,505.4615,449.3989,127.11174,183.17434,201.1485364,257.2111364,183.1379714,239.2005714
plasmenyl-TG(P-18:1_8:0_13:0)+NH4,680.6189,519.4772,449.3989,127.11174,197.19004,201.1485364,271.2268364,183.1379714,253.2162714
plasmenyl-TG(P-18:1_8:0_14:0)+NH4,694.6345,533.4928,449.3989,127.11174,211.20564,201.1485364,285.2424364,183.1379714,267.2318714
plasmenyl-TG(P-18:1_8:0_14:1)+NH4,692.6189,531.4772,449.3989,127.11174,209.19004,201.1485364,283.2268364,183.1379714,265.2162714
plasmenyl-TG(P-18:1_8:0_15:0)+NH4,708.6502,547.5085,449.3989,127.11174,225.22134,201.1485364,299.2581364,183.1379714,281.2475714
plasmenyl-TG(P-18:1_8:0_15:1)+NH4,706.6345,545.4928,449.3989,127.11174,223.20564,201.1485364,297.2424364,183.1379714,279.2318714
plasmenyl-TG(P-18:1_8:0_16:0)+NH4,722.6658,561.5241,449.3989,127.11174,239.23694,201.1485364,313.2737364,183.1379714,295.2631714
plasmenyl-TG(P-18:1_8:0_16:1)+NH4,720.6502,559.5085,449.3989,127.11174,237.22134,201.1485364,311.2581364,183.1379714,293.2475714
plasmenyl-TG(P-18:1_8:0_17:0)+NH4,736.6815,575.5398,449.3989,127.11174,253.25264,201.1485364,327.2894364,183.1379714,309.2788714
plasmenyl-TG(P-18:1_8:0_17:1)+NH4,734.6658,573.5241,449.3989,127.11174,251.23694,201.1485364,325.2737364,183.1379714,307.2631714
plasmenyl-TG(P-18:1_8:0_17:2)+NH4,732.6502,571.5085,449.3989,127.11174,249.22134,201.1485364,323.2581364,183.1379714,305.2475714
